Pos,ID,Name,BV,SV,Team,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts
D,513,Abbott,4.0,4.0,Nott'm Forest,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,514,Boly,4.0,4.0,Nott'm Forest,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,0.49,0.55,0.45,0.54,0.56,0.46,0.48,0.50,0.51,0.55,0.45,0.52
M,515,Gibbs-White,7.5,7.5,Nott'm Forest,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,71.55,3.53,4.27,2.79,4.11,4.70,3.27,3.47,3.55,3.82,4.26,3.02,3.83
M,516,Hudson-Odoi,6.0,6.0,Nott'm Forest,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,2.97,3.53,2.48,3.47,3.84,2.77,2.91,3.04,3.18,3.48,2.59,3.19
M,517,Anderson,5.5,5.5,Nott'm Forest,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,3.67,4.12,3.04,3.96,4.32,3.47,3.46,3.68,3.86,3.99,3.31,3.83
M,518,Jota,5.5,5.5,Nott'm Forest,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,28.20,1.26,1.46,1.07,1.40,1.59,1.19,1.26,1.26,1.33,1.45,1.13,1.34
M,519,Dominguez,5.0,5.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,520,O'Brien,5.0,5.0,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,521,Sangaré,5.0,5.0,Nott'm Forest,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,54.00,2.05,2.21,1.78,2.14,2.28,1.99,1.94,2.07,2.14,2.13,1.94,2.09
M,522,Yates,5.0,5.0,Nott'm Forest,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,1.65,1.80,1.45,1.78,1.89,1.61,1.59,1.68,1.76,1.79,1.55,1.72
M,523,Da Silva Moreira,4.5,4.5,Nott'm Forest,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,0.49,0.54,0.44,0.53,0.58,0.47,0.49,0.50,0.51,0.54,0.46,0.51
M,524,Stamenic,4.5,4.5,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,525,Wood,7.6,7.6,Nott'm Forest,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,75.30,3.93,4.67,3.22,4.67,5.26,3.78,4.03,4.05,4.32,4.79,3.47,4.35
F,526,Igor Jesus,6.0,6.0,Nott'm Forest,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,37.50,1.85,2.14,1.57,2.10,2.36,1.75,1.86,1.86,1.98,2.13,1.63,1.96
F,527,Awoniyi,5.5,5.5,Nott'm Forest,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,20.10,1.05,1.21,0.91,1.19,1.30,1.01,1.05,1.06,1.11,1.23,0.95,1.12
G,528,Patterson,4.5,4.5,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03
G,529,Moore,4.0,4.0,Sunderland,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.03
G,530,Nna Noukeu,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,531,Ballard,4.6,4.6,Sunderland,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,3.98,4.23,2.99,3.05,2.95,2.73,3.59,2.23,3.67,2.86,3.17,3.52
D,532,Hume,4.5,4.5,Sunderland,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,3.44,3.56,2.45,2.66,2.37,2.20,3.20,1.69,3.13,2.17,2.49,2.89
D,533,Alese,4.0,4.0,Sunderland,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.24,0.24,0.20,0.21,0.20,0.20,0.23,0.18,0.23,0.20,0.21,0.22
D,534,Anderson,4.0,4.0,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,535,Cirkin,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,536,Hjelde,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,537,Huggins,4.0,4.0,Sunderland,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.18,0.18,0.15,0.16,0.15,0.15,0.17,0.14,0.17,0.15,0.15,0.16
D,538,Johnson,4.0,4.0,Sunderland,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.30,0.31,0.26,0.26,0.25,0.24,0.28,0.22,0.28,0.25,0.26,0.28
D,539,O'Nien,4.0,4.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,540,Pembele,4.0,4.0,Sunderland,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.05
D,541,Reinildo,4.0,4.0,Sunderland,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,3.02,2.98,2.11,2.21,2.08,1.88,2.76,1.40,2.74,1.85,2.18,2.45
D,542,Seelt,4.0,4.0,Sunderland,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.41,0.43,0.36,0.36,0.35,0.34,0.39,0.31,0.39,0.36,0.36,0.39
M,543,Adingra,5.5,5.5,Sunderland,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,3.70,3.89,3.15,3.41,3.16,3.16,3.62,2.87,3.50,2.88,3.16,3.46
M,544,Diarra,5.5,5.5,Sunderland,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,70.50,2.71,2.89,2.36,2.54,2.32,2.33,2.72,2.19,2.56,2.21,2.39,2.66
M,545,Roberts,5.5,5.5,Sunderland,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,29.85,1.48,1.56,1.33,1.39,1.29,1.29,1.48,1.22,1.41,1.22,1.33,1.45
M,546,Aleksić,5.0,5.0,Sunderland,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,0.10,0.10,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.09
M,547,E.Le Fée,5.0,5.0,Sunderland,39.30,39.30,39.30,39.30,39.30,39.30,39.30,39.30,39.30,39.30,39.30,39.30,1.61,1.71,1.48,1.52,1.44,1.48,1.63,1.37,1.55,1.39,1.46,1.62
M,548,Mundle,5.0,5.0,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,549,Neil,5.0,5.0,Sunderland,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,0.70,0.72,0.68,0.69,0.67,0.68,0.69,0.65,0.71,0.66,0.67,0.70
M,550,Poveda,5.0,5.0,Sunderland,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,6.60,0.31,0.33,0.29,0.30,0.28,0.28,0.32,0.27,0.30,0.27,0.28,0.31
M,551,Rigg,5.0,5.0,Sunderland,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,0.56,0.59,0.52,0.54,0.51,0.50,0.57,0.49,0.54,0.49,0.51,0.56
M,552,Sadiki,5.0,5.0,Sunderland,74.55,74.55,74.55,74.55,74.55,74.55,74.55,74.55,74.55,74.55,74.55,74.55,2.74,2.92,2.48,2.56,2.38,2.53,2.70,2.30,2.59,2.35,2.46,2.77
M,553,Talbi,5.0,5.0,Sunderland,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,3.18,3.38,2.75,2.91,2.72,2.68,3.14,2.48,3.01,2.54,2.74,3.07
M,554,Ba,4.5,4.5,Sunderland,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.09,0.10,0.08,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.09
M,555,Browne,4.5,4.5,Sunderland,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.39,0.41,0.38,0.38,0.37,0.37,0.39,0.36,0.38,0.35,0.37,0.40
M,556,Ekwah,4.5,4.5,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,557,H.Jones,4.5,4.5,Sunderland,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,0.17,0.18,0.15,0.16,0.15,0.15,0.17,0.14,0.16,0.14,0.15,0.17
M,558,Matete,4.5,4.5,Sunderland,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
M,559,Triantis,4.5,4.5,Sunderland,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.48,0.50,0.45,0.47,0.44,0.45,0.49,0.42,0.47,0.43,0.46,0.48
F,560,Isidor,5.5,5.5,Sunderland,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,1.57,1.71,1.37,1.50,1.37,1.37,1.58,1.28,1.48,1.28,1.37,1.54
F,561,Mayenda,5.5,5.5,Sunderland,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,3.15,3.59,2.79,3.06,2.80,2.76,3.29,2.61,3.10,2.57,2.85,3.17
F,562,Abdullahi,4.5,4.5,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
F,563,Luís Hemir,4.5,4.5,Sunderland,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.02
F,564,Rusyn,4.5,4.5,Sunderland,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,0.11,0.12,0.10,0.11,0.10,0.10,0.11,0.09,0.11,0.09,0.10,0.11
G,565,Vicario,5.0,5.0,Spurs,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.52,4.01,3.42,3.16,4.02,3.75,3.36,3.42,3.33,3.46,2.54,3.92
G,566,Austin,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,567,Kinsky,4.0,4.0,Spurs,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03
D,568,Pedro Porro,5.5,5.5,Spurs,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,2.39,4.36,4.00,3.40,4.63,4.11,3.98,3.79,3.37,4.09,2.61,4.38
D,569,Romero,5.0,5.0,Spurs,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,2.23,3.99,3.56,3.17,4.14,3.73,3.50,3.51,3.05,3.67,2.55,3.99
D,570,Danso,4.5,4.5,Spurs,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,32.40,0.97,1.49,1.37,1.25,1.52,1.42,1.34,1.33,1.20,1.40,1.09,1.50
D,571,Davies,4.5,4.5,Spurs,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,0.38,0.50,0.48,0.45,0.51,0.48,0.47,0.47,0.44,0.48,0.40,0.51
D,572,Dragusin,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,573,Spence,4.5,4.5,Spurs,72.90,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,1.73,2.78,2.61,2.23,2.99,2.64,2.55,2.49,2.15,2.62,1.73,2.83
D,574,Udogie,4.5,4.5,Spurs,28.80,36.60,36.60,36.60,36.60,36.60,36.60,36.60,36.60,36.60,36.60,36.60,0.85,1.75,1.61,1.38,1.84,1.66,1.58,1.55,1.39,1.61,1.14,1.74
D,575,Van de Ven,4.5,4.5,Spurs,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,76.95,1.93,3.44,3.04,2.65,3.57,3.23,3.05,3.07,2.62,3.15,2.14,3.46
D,576,Phillips,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,577,Takai,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,578,Vuskovic,4.0,4.0,Spurs,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.11,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.11,0.14
M,579,Son,8.5,8.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,580,Johnson,7.0,7.0,Spurs,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,61.80,2.61,3.62,3.28,3.08,3.66,3.33,3.38,3.05,3.10,3.43,2.46,3.47
M,581,Maddison,7.0,7.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,582,Kudus,6.5,6.5,Spurs,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,3.12,4.43,4.10,3.70,4.52,4.09,4.13,3.73,3.76,4.15,3.02,4.19
M,583,Kulusevski,6.5,6.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,584,Tel,6.4,6.4,Spurs,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,2.36,3.21,2.91,2.74,3.34,2.98,3.06,2.66,2.76,2.99,2.24,3.10
M,585,Bentancur,5.5,5.5,Spurs,64.95,64.95,64.95,64.95,64.95,64.95,64.95,64.95,64.95,64.95,64.95,64.95,2.11,2.70,2.57,2.45,2.70,2.52,2.54,2.46,2.36,2.64,2.14,2.55
M,586,Bergvall,5.5,5.5,Spurs,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,1.70,2.10,1.98,1.90,2.12,1.96,1.97,1.89,1.88,2.08,1.66,2.03
M,587,Bissouma,5.5,5.5,Spurs,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,19.65,0.63,0.73,0.70,0.67,0.72,0.69,0.69,0.68,0.67,0.71,0.62,0.70
M,588,Odobert,5.5,5.5,Spurs,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,40.65,1.69,2.15,2.01,1.88,2.23,2.03,2.04,1.90,1.94,2.08,1.63,2.07
M,589,Solomon,5.5,5.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,590,Bryan,5.0,5.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,591,Gray,5.0,5.0,Spurs,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,39.45,1.23,1.47,1.40,1.36,1.46,1.37,1.40,1.36,1.33,1.47,1.24,1.42
M,592,Moore,5.0,5.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,593,P.M.Sarr,5.0,5.0,Spurs,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,1.48,1.87,1.76,1.68,1.90,1.74,1.77,1.67,1.65,1.82,1.46,1.80
M,594,Min-hyeok,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,595,Olusesi,4.5,4.5,Spurs,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02
F,596,Solanke,7.4,7.4,Spurs,53.85,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,2.63,4.65,4.33,3.97,4.75,4.31,4.46,3.93,4.15,4.47,3.21,4.44
F,597,Richarlison,6.5,6.5,Spurs,52.05,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,2.35,2.19,2.05,1.89,2.22,2.07,2.10,1.88,1.92,2.09,1.62,2.12
F,598,Lankshear,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,599,Scarlett,4.5,4.5,Spurs,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.04
G,600,Areola,4.5,4.5,West Ham,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.02
G,601,Foderingham,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,602,Hegyi,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,603,Diouf,4.5,4.5,West Ham,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,2.54,2.87,3.29,3.55,3.14,1.99,3.79,3.33,3.03,4.68,2.89,2.36
D,604,Emerson,4.5,4.5,West Ham,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,14.85,0.53,0.55,0.60,0.61,0.57,0.48,0.64,0.59,0.57,0.70,0.56,0.52
D,605,Kilman,4.5,4.5,West Ham,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,2.62,2.92,3.30,3.63,3.23,2.47,3.79,3.41,3.10,4.38,3.08,2.77
D,606,Mavropanos,4.5,4.5,West Ham,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,36.30,1.25,1.35,1.49,1.55,1.42,1.18,1.63,1.47,1.42,1.83,1.40,1.28
D,607,N.Aguerd,4.5,4.5,West Ham,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,2.63,2.96,3.28,3.59,3.23,2.48,3.78,3.39,3.11,4.38,3.03,2.74
D,608,Scarles,4.5,4.5,West Ham,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.64,0.68,0.71,0.74,0.70,0.58,0.76,0.72,0.70,0.84,0.68,0.63
D,609,Todibo,4.5,4.5,West Ham,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,2.38,2.68,2.94,3.22,2.91,2.22,3.34,3.06,2.83,3.95,2.75,2.42
D,610,Wan-Bissaka,4.5,4.5,West Ham,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,2.52,2.84,3.35,3.54,3.16,2.16,3.68,3.38,3.03,4.57,2.86,2.50
D,611,Casey,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,612,L.Paquetá,6.0,6.0,West Ham,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,3.52,3.51,4.44,4.24,3.74,3.13,4.50,4.04,4.00,4.82,3.95,3.74
M,613,Souček,6.0,6.0,West Ham,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,42.00,1.68,1.70,1.94,1.88,1.73,1.50,1.99,1.82,1.78,2.14,1.81,1.70
M,614,Ward-Prowse,6.0,6.0,West Ham,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,69.90,2.59,2.59,3.06,3.00,2.70,2.36,3.14,2.85,2.83,3.37,2.80,2.64
M,615,Summerville,5.5,5.5,West Ham,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.69,0.68,0.78,0.78,0.71,0.60,0.83,0.76,0.73,0.89,0.72,0.69
M,616,Álvarez,5.0,5.0,West Ham,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,0.79,0.79,0.87,0.84,0.80,0.76,0.87,0.82,0.84,0.90,0.83,0.81
M,617,Cornet,5.0,5.0,West Ham,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,0.65,0.65,0.73,0.71,0.67,0.60,0.76,0.70,0.69,0.80,0.68,0.65
M,618,G.Rodriguez,5.0,5.0,West Ham,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,50.10,1.60,1.58,1.86,1.78,1.66,1.51,1.81,1.71,1.73,1.91,1.73,1.69
M,619,L.Guilherme,5.0,5.0,West Ham,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,0.70,0.70,0.78,0.78,0.72,0.63,0.81,0.75,0.74,0.88,0.72,0.71
M,620,Earthy,4.5,4.5,West Ham,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.07,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.07,0.07
M,621,Irving,4.5,4.5,West Ham,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,0.62,0.62,0.68,0.66,0.62,0.57,0.70,0.66,0.65,0.73,0.64,0.63
M,622,Orford,4.5,4.5,West Ham,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.07,0.07,0.08,0.07,0.07,0.06,0.08,0.07,0.07,0.08,0.07,0.07
M,623,Potts,4.5,4.5,West Ham,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,0.35,0.35,0.39,0.39,0.36,0.32,0.38,0.37,0.37,0.40,0.37,0.36
F,624,Bowen,8.0,8.0,West Ham,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,4.03,3.89,4.52,4.53,3.94,3.22,4.77,4.34,4.28,5.43,4.09,3.93
F,625,Füllkrug,6.0,6.0,West Ham,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,71.40,3.06,2.97,3.52,3.44,3.07,2.62,3.70,3.39,3.25,4.05,3.20,3.05
F,626,Marshall,4.5,4.5,West Ham,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.05,0.05
G,627,Johnstone,4.5,4.5,Wolves,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.05,0.06,0.05,0.06,0.05,0.06,0.06,0.07,0.06,0.05,0.06,0.05
