Name,Position,Price,xMins,GW4,GW5,GW6,GW7,Total,/£M,Elite%
Georginio,MID,5.9,76,3.1,4.2,3.3,3.8,14.4,0.61,19.1%
Saka,MID,9.9,80,1.4,3.1,4.1,5.6,14.3,0.36,0.1%
Anderson,MID,5.5,81,3.2,3.7,4.1,3.3,14.2,0.65,25.7%
Mac Allister,MID,6.5,78,3.0,4.0,3.8,3.3,14.1,0.54,0.0%
O.Dango,MID,6.0,82,3.8,3.5,3.6,3.3,14.1,0.59,5.0%
Konaté,DEF,5.5,84,4.1,3.8,3.3,2.9,14.1,0.64,0.0%
Gibbs-White,MID,7.5,77,2.9,3.8,4.5,3.0,14.1,0.47,0.3%
N.Williams,DEF,5.0,84,2.6,3.7,4.7,3.0,14.0,0.70,34.8%
Bruno G.,MID,6.5,89,4.3,3.4,2.9,3.4,14.0,0.54,0.1%
Schade,MID,7.0,83,3.6,3.4,3.7,3.2,14.0,0.50,0.0%
Andersen,DEF,4.5,91,4.1,3.8,2.9,3.1,14.0,0.78,80.7%
Vicario,GK,5.0,93,3.6,3.2,3.8,3.4,14.0,0.70,10.3%
Senesi,DEF,4.5,87,3.5,3.5,3.4,3.6,14.0,0.78,2.0%
Damsgaard,MID,5.9,84,3.5,3.5,3.6,3.2,13.9,0.59,0.0%
Rodrigo,MID,6.4,70,3.1,3.1,3.9,3.8,13.9,0.54,0.0%
Aït-Nouri,DEF,6.0,72,3.8,2.3,4.5,3.3,13.9,0.58,1.7%
Petrović,GK,4.5,93,3.5,3.4,3.3,3.7,13.9,0.77,3.5%
Schär,DEF,5.5,85,4.4,3.3,2.7,3.5,13.9,0.63,0.1%
Guéhi,DEF,4.5,93,4.7,3.5,2.5,3.1,13.8,0.77,0.9%
Richards,DEF,4.5,88,4.6,3.5,2.6,3.1,13.8,0.77,14.2%
Sels,GK,5.0,93,2.9,3.7,4.0,3.1,13.7,0.69,11.6%
Wharton,MID,5.0,82,4.0,3.5,3.1,3.2,13.7,0.69,0.0%
Pickford,GK,5.5,93,3.5,2.8,3.8,3.6,13.7,0.62,0.0%
Sánchez,GK,5.0,94,3.7,3.3,3.6,3.2,13.7,0.68,66.0%
Romero,DEF,5.0,89,3.7,2.9,3.8,3.3,13.7,0.68,12.9%
Solanke,FWD,7.3,47,2.8,3.2,4.1,3.6,13.6,0.47,0.2%
Elanga,MID,7.0,74,4.3,3.5,2.7,3.1,13.5,0.48,0.8%
Tonali,MID,5.4,88,4.0,3.3,3.0,3.2,13.5,0.63,0.0%
Henderson,GK,5.0,91,4.0,3.4,2.9,3.2,13.5,0.67,0.0%
Diakité,DEF,4.5,91,3.4,3.2,3.2,3.5,13.4,0.74,0.1%
Truffert,DEF,4.5,88,3.5,3.3,3.2,3.4,13.3,0.74,0.2%
J.Arias,MID,5.4,74,3.1,3.8,3.1,3.3,13.3,0.61,0.4%
Leno,GK,5.0,92,3.7,3.5,3.0,3.0,13.2,0.66,0.0%
Tavernier,MID,5.5,62,3.3,3.2,3.3,3.3,13.2,0.60,0.0%
Pope,GK,5.0,88,3.8,3.1,3.0,3.4,13.2,0.66,0.0%
Verbruggen,GK,4.5,93,3.3,3.5,2.9,3.5,13.1,0.73,6.3%
Perri,GK,4.5,90,3.1,3.5,3.3,3.2,13.1,0.73,1.2%
Dorgu,DEF,4.5,85,2.4,3.1,3.1,4.5,13.1,0.73,22.3%
Marmoush,MID,8.4,43,3.2,2.6,4.0,3.2,13.1,0.39,0.2%
Caicedo,MID,5.5,90,3.5,3.2,3.4,2.9,13.1,0.60,0.2%
João Pedro,FWD,7.6,70,3.5,3.2,3.4,3.0,13.1,0.43,17.3%
Nick Woltemade,FWD,99.9,71,4.5,3.0,2.5,3.0,13.0,0.03,0.0%
Marco Asensio,MID,99.9,72,2.8,3.3,3.4,3.5,13.0,0.03,0.0%
Douglas Luiz,MID,5.0,80,2.8,3.4,3.6,3.1,13.0,0.65,0.0%
Eze,MID,7.5,52,3.3,3.1,2.9,3.6,13.0,0.43,0.0%
Dewsbury-Hall,MID,5.0,74,3.3,2.8,3.7,3.3,13.0,0.65,8.7%
Minteh,MID,5.9,72,3.4,3.4,3.0,3.1,12.9,0.55,0.2%
L.Paquetá,MID,5.9,75,3.6,3.4,3.1,2.7,12.9,0.55,5.8%
Gvardiol,DEF,5.9,53,2.5,2.6,4.5,3.3,12.8,0.54,0.2%
Hall,DEF,5.5,60,3.2,3.1,2.8,3.8,12.8,0.58,0.0%
Stach,MID,5.0,87,3.3,3.2,3.2,3.0,12.7,0.64,1.4%
Reijnders,MID,5.7,73,3.5,2.4,3.6,3.2,12.7,0.56,54.5%
Grealish,MID,6.6,74,3.3,2.6,3.6,3.3,12.7,0.48,0.0%
Aina,DEF,5.0,87,2.2,3.6,4.3,2.5,12.7,0.63,0.0%
Cucurella,DEF,6.1,87,3.5,3.0,3.5,2.6,12.6,0.52,2.2%
Gana,MID,5.5,86,3.3,3.0,3.2,3.1,12.6,0.57,0.0%
Thiago,FWD,6.0,80,3.9,3.3,2.8,2.6,12.6,0.52,9.2%
José Sá,GK,4.5,93,3.0,3.6,2.9,3.1,12.6,0.70,0.0%
Neto,MID,7.0,73,3.6,3.1,3.3,2.6,12.6,0.45,0.1%
Szoboszlai,MID,6.5,60,3.4,3.3,3.0,2.8,12.6,0.48,0.0%
J.Timber,DEF,5.6,70,3.7,2.7,2.6,3.4,12.4,0.55,0.0%
Anthony,MID,5.5,76,3.1,3.7,2.7,2.9,12.4,0.56,0.0%
Kelleher,GK,4.5,94,3.1,3.2,3.2,2.9,12.3,0.69,2.9%
Van de Ven,DEF,4.6,85,3.2,2.6,3.5,3.0,12.3,0.67,15.3%
Agbadou,DEF,4.5,90,2.8,3.6,2.7,3.1,12.3,0.68,7.9%
Mykolenko,DEF,4.9,89,3.3,2.0,3.6,3.2,12.2,0.62,0.0%
Lukić,MID,5.0,84,3.6,3.1,2.7,2.8,12.2,0.61,0.0%
Gravenberch,MID,5.5,83,3.4,3.2,2.9,2.7,12.2,0.55,0.0%
Yéremy Pino,FWD,99.9,70,3.6,3.1,2.8,2.7,12.1,0.03,0.0%
Foden,MID,8.0,52,3.4,2.2,3.7,2.8,12.1,0.38,0.0%
Roefs,GK,4.5,94,3.1,3.2,3.0,2.8,12.1,0.67,0.0%
Rúben,DEF,5.5,77,3.2,2.1,3.9,2.9,12.1,0.55,0.0%
Barnes,MID,6.5,71,4.5,3.4,2.0,2.2,12.1,0.46,0.9%
Digne,DEF,4.5,63,2.7,3.2,2.9,3.3,12.1,0.67,0.0%
Collins,DEF,5.0,93,3.2,3.2,3.0,2.6,12.1,0.60,0.2%
Welbeck,FWD,6.4,62,3.4,3.1,2.6,2.9,12.1,0.47,0.0%
Hermansen,GK,4.5,90,3.2,3.3,3.0,2.6,12.0,0.67,0.1%
James,MID,5.4,73,3.0,3.0,3.0,3.0,12.0,0.56,0.0%
Livramento,DEF,5.1,79,3.8,2.6,2.4,3.1,12.0,0.59,0.1%
McGinn,MID,5.5,68,2.8,3.0,3.1,3.0,11.9,0.54,0.0%
Gomes,MID,5.5,82,3.0,3.1,2.7,3.1,11.9,0.54,0.0%
O'Brien,DEF,5.0,88,3.1,1.9,3.7,3.2,11.9,0.59,0.1%
Tete,DEF,4.5,74,3.6,3.2,2.3,2.7,11.9,0.66,0.0%
Van den Berg,DEF,4.5,90,3.0,3.2,3.1,2.5,11.8,0.66,0.7%
Zubimendi,MID,5.5,80,3.2,2.8,2.8,3.0,11.8,0.54,0.0%
Van Hecke,DEF,4.5,89,3.0,3.2,2.3,3.2,11.8,0.65,0.0%
Robinson,DEF,5.0,56,2.5,3.7,2.7,2.8,11.6,0.58,0.0%
Mitchell,DEF,5.0,71,3.9,2.9,2.2,2.6,11.6,0.58,0.0%
De Ligt,DEF,5.0,84,2.3,2.8,2.9,3.6,11.6,0.58,0.0%
Dúbravka,GK,4.0,92,2.8,3.4,2.5,2.9,11.6,0.72,95.4%
Rodon,DEF,4.0,90,2.9,3.0,2.8,2.8,11.5,0.72,6.7%
Burn,DEF,5.0,78,3.7,2.6,2.2,3.0,11.5,0.57,0.0%
Calafiori,DEF,5.6,69,3.8,2.8,2.2,2.6,11.5,0.51,0.0%
Frimpong,DEF,5.9,70,1.7,3.4,3.5,2.9,11.4,0.48,0.1%
P.M.Sarr,MID,5.0,70,3.0,2.7,3.0,2.7,11.4,0.57,0.3%
Kilman,DEF,4.4,90,3.2,3.2,2.9,2.1,11.4,0.65,0.1%
Xhaka,MID,5.0,90,3.0,2.9,2.8,2.6,11.3,0.57,0.2%
Bassey,DEF,4.5,91,3.5,3.1,2.3,2.4,11.3,0.63,0.0%
Bogle,DEF,4.5,85,2.8,2.8,2.8,2.8,11.3,0.63,0.0%
N.Aguerd,DEF,4.5,86,3.1,3.3,2.8,2.0,11.3,0.63,0.0%
Kerkez,DEF,6.0,65,3.2,3.1,2.8,2.2,11.3,0.47,0.2%
Krejčí,DEF,4.5,90,2.5,3.5,2.4,2.8,11.2,0.62,0.0%
Adingra,MID,5.5,75,2.9,2.9,2.8,2.6,11.2,0.51,0.1%
Raúl,FWD,6.4,53,3.3,2.9,2.3,2.6,11.2,0.44,0.0%
Muniz,FWD,5.5,51,3.0,3.1,2.4,2.6,11.1,0.51,0.0%
Gudmundsson,DEF,4.0,83,2.8,2.9,2.8,2.7,11.1,0.70,4.3%
Ward-Prowse,MID,5.9,74,3.0,3.0,2.7,2.4,11.1,0.47,0.0%
Hudson-Odoi,MID,6.0,65,2.4,2.9,3.3,2.4,11.1,0.46,0.0%
Wan-Bissaka,DEF,4.4,90,3.2,3.3,2.8,1.8,11.1,0.63,0.5%
Diarra,MID,5.5,84,2.9,2.9,2.8,2.5,11.0,0.50,0.0%
Toti,DEF,4.5,89,2.5,3.4,2.4,2.7,11.0,0.61,0.0%
Munetsi,MID,5.5,65,2.5,3.3,2.4,2.7,10.9,0.50,0.0%
Estève,DEF,4.0,92,2.6,3.4,2.2,2.7,10.9,0.68,84.4%
Casemiro,MID,5.5,66,2.7,2.6,2.7,2.9,10.8,0.49,0.0%
Wilson,MID,5.5,54,2.6,3.3,2.4,2.7,10.8,0.49,0.0%
Baleba,MID,5.0,75,2.9,2.7,2.5,2.8,10.8,0.54,0.0%
Delap,FWD,6.4,48,2.8,2.7,2.8,2.6,10.8,0.42,0.0%
Wieffer,MID,5.0,68,2.9,2.8,2.4,2.6,10.8,0.54,0.0%
Dunk,DEF,4.5,80,2.7,2.9,2.1,3.0,10.6,0.59,0.0%
Mings,DEF,4.5,60,2.4,2.8,2.4,3.0,10.6,0.59,0.0%
Branthwaite,DEF,5.4,70,1.1,2.0,3.8,3.6,10.5,0.49,0.0%
Cullen,MID,5.0,86,2.7,2.8,2.5,2.5,10.5,0.53,0.0%
Garner,MID,5.0,71,2.7,2.3,2.8,2.8,10.5,0.53,0.0%
André,MID,5.5,80,2.7,2.7,2.5,2.7,10.5,0.48,0.0%
Joelinton,MID,6.0,46,1.0,2.8,3.0,3.6,10.5,0.44,0.0%
Christie,MID,5.0,54,2.4,2.9,2.6,2.5,10.5,0.52,0.0%
Johnson,MID,7.1,48,2.6,2.3,2.9,2.6,10.4,0.37,0.6%
Amad,MID,6.4,58,2.3,2.5,2.4,3.1,10.3,0.40,0.0%
Bijol,DEF,4.0,60,2.1,2.9,2.7,2.5,10.3,0.64,0.2%
De Cuyper,DEF,4.5,67,2.5,2.8,2.1,2.9,10.3,0.57,0.8%
Adli,MID,5.5,45,2.5,2.6,2.4,2.8,10.3,0.47,0.0%
Ndoye,MID,6.0,54,2.1,2.5,3.2,2.4,10.2,0.43,0.2%
Hannibal,MID,5.0,73,2.7,2.8,2.4,2.3,10.2,0.51,0.0%
Yoro,DEF,4.5,80,2.1,2.6,2.4,3.1,10.2,0.57,0.0%
Sadiki,MID,5.0,80,2.7,2.6,2.5,2.3,10.2,0.51,0.0%
Todibo,DEF,4.4,77,2.8,3.0,2.6,1.8,10.1,0.58,0.0%
Guessand,MID,6.4,40,2.2,2.5,2.5,2.9,10.1,0.40,0.0%
Berge,MID,5.0,77,2.7,2.6,2.4,2.4,10.1,0.51,0.0%
Malen,MID,5.3,47,2.5,2.5,2.5,2.5,10.1,0.47,0.0%
Yarmoliuk,MID,5.0,69,2.6,2.6,2.5,2.4,10.0,0.50,0.0%
J.Palhinha,MID,5.5,69,2.5,2.4,2.6,2.5,10.0,0.45,0.1%
King,MID,4.5,54,2.8,2.8,2.2,2.2,10.0,0.55,2.0%
Calvert-Lewin,FWD,5.5,35,1.9,2.6,2.9,2.6,10.0,0.45,0.0%
Beto,FWD,5.4,49,2.6,2.0,2.8,2.5,9.9,0.46,0.0%
Talbi,MID,5.0,67,2.6,2.7,2.4,2.3,9.9,0.49,0.0%
Madueke,MID,7.0,52,3.4,2.5,1.6,2.4,9.9,0.35,0.2%
Diouf,DEF,4.5,81,2.9,2.9,2.5,1.6,9.9,0.55,3.2%
M.Fernandes,MID,5.5,60,2.6,2.8,2.4,2.1,9.9,0.45,0.0%
Barry,FWD,5.9,49,2.4,2.0,2.8,2.6,9.8,0.42,0.0%
Bernardo,MID,6.4,57,2.6,2.0,2.7,2.4,9.7,0.38,0.0%
Smith,DEF,4.5,71,2.5,2.3,2.5,2.4,9.7,0.54,0.0%
O'Riley,MID,5.5,47,2.4,2.4,2.2,2.6,9.6,0.44,0.0%
Ugochukwu,MID,5.0,80,2.5,2.6,2.2,2.3,9.6,0.48,0.0%
Gnonto,MID,5.4,61,2.7,2.5,2.3,2.1,9.6,0.44,0.0%
Henderson,MID,5.0,64,2.4,2.5,2.4,2.2,9.6,0.48,0.0%
Fofana,DEF,4.5,45,1.8,2.6,2.9,2.3,9.5,0.53,0.0%
Smith Rowe,MID,5.9,53,2.8,2.5,2.1,2.1,9.4,0.40,0.0%
James,DEF,5.5,58,2.7,2.1,2.6,2.0,9.4,0.43,0.0%
Doku,MID,6.4,41,2.4,2.1,2.6,2.3,9.3,0.36,0.0%
Chalobah,DEF,5.0,67,2.8,2.2,2.3,2.0,9.3,0.47,0.0%
Okafor,MID,5.5,80,0.9,2.2,3.1,3.1,9.2,0.42,0.0%
Ayari,MID,5.0,57,2.4,2.4,2.0,2.4,9.2,0.46,0.0%
Adams,MID,5.0,83,3.2,2.3,1.9,1.7,9.2,0.46,0.0%
Estêvão,MID,6.5,45,2.5,2.2,2.4,2.1,9.2,0.35,0.1%
Richarlison,FWD,6.7,49,2.8,2.0,2.4,1.9,9.1,0.34,0.1%
Füllkrug,FWD,5.9,52,2.6,2.5,2.1,1.9,9.0,0.38,0.9%
Cherki,MID,6.5,35,2.2,1.9,2.6,2.1,8.9,0.34,0.0%
Bentancur,MID,5.5,58,2.3,2.1,2.4,2.1,8.9,0.40,0.0%
Kamada,MID,5.0,45,2.5,2.2,2.0,2.2,8.9,0.44,0.0%
Lewis-Potter,DEF,5.0,64,2.3,2.3,2.3,1.9,8.8,0.44,0.0%
Mukiele,DEF,4.0,79,2.4,2.3,2.2,1.8,8.7,0.54,0.0%
Mayenda,FWD,5.5,54,2.2,2.3,2.1,2.0,8.7,0.39,0.0%
Sessegnon,MID,5.4,55,2.7,2.3,1.8,1.9,8.6,0.40,0.0%
Kayode,DEF,4.5,68,2.3,2.4,2.2,1.7,8.6,0.48,0.0%
Ekdal,DEF,4.0,78,2.3,2.7,1.6,1.8,8.4,0.52,0.0%
Walker,DEF,4.5,87,1.9,2.8,1.5,2.0,8.3,0.46,0.0%
Hartman,DEF,4.0,73,1.9,2.8,1.5,1.9,8.2,0.51,0.4%
Reinildo,DEF,4.0,77,2.2,2.2,2.0,1.7,8.1,0.51,0.6%
Dibling,MID,5.5,38,1.9,1.6,2.4,2.1,8.1,0.37,0.0%
Spence,DEF,4.5,56,2.2,1.6,2.3,1.9,8.0,0.45,0.2%
Ampadu,MID,4.9,75,1.0,2.1,2.5,2.3,7.9,0.40,0.0%
Flemming,FWD,5.5,47,2.2,2.2,1.6,1.9,7.9,0.36,0.0%
Mount,MID,6.0,37,1.6,2.0,1.8,2.4,7.9,0.33,0.0%
Pau,DEF,4.5,43,1.6,2.1,2.0,2.0,7.8,0.43,0.0%
Udogie,DEF,4.4,38,1.6,1.7,2.4,2.0,7.8,0.44,0.0%
Tchatchoua,DEF,4.5,62,1.7,2.4,1.6,1.9,7.7,0.43,0.0%
Matheus N.,DEF,5.4,46,2.1,1.3,2.1,2.0,7.6,0.35,0.0%
Maatsen,DEF,4.4,37,1.6,2.1,1.8,2.0,7.6,0.43,0.0%
Bellegarde,MID,5.5,40,1.7,2.0,1.8,2.0,7.6,0.34,0.0%
Martinez,DEF,4.9,75,0.1,1.4,2.2,3.8,7.6,0.39,0.0%
Wissa,FWD,7.5,21,0.5,1.7,2.7,2.6,7.5,0.25,0.1%
Onana,MID,5.0,46,1.4,2.0,2.1,2.0,7.5,0.38,0.0%
Lewis,DEF,5.0,42,1.8,1.4,2.5,1.8,7.5,0.38,0.0%
Piroe,FWD,5.4,42,2.1,1.9,1.7,1.8,7.4,0.34,0.2%
Bruun Larsen,MID,5.4,42,1.9,2.1,1.7,1.6,7.4,0.34,0.0%
Isak,FWD,10.4,65,1.0,2.1,2.1,2.2,7.4,0.18,0.0%
Ballard,DEF,4.6,78,1.0,2.2,2.3,1.9,7.4,0.40,0.1%
Gianluigi Donnarumma,GK,99.9,95,2.0,1.4,2.1,1.9,7.3,0.02,0.0%
Souček,MID,5.9,45,1.9,1.9,1.9,1.6,7.3,0.31,0.0%
Alderete,DEF,4.0,70,2.4,1.9,1.5,1.5,7.3,0.45,1.7%
Bobb,MID,5.5,38,2.1,1.5,1.9,1.7,7.2,0.33,0.0%
Broja,FWD,5.4,34,1.6,2.1,1.7,1.7,7.2,0.33,0.0%
Tanaka,MID,5.0,75,1.1,2.0,2.0,2.1,7.2,0.36,0.0%
Bradley,DEF,5.0,50,2.8,1.7,1.4,1.3,7.2,0.36,0.0%
E.Le Fée,MID,4.9,41,1.7,1.7,1.8,1.8,7.0,0.36,0.0%
Tosin,DEF,4.5,50,2.2,1.5,1.8,1.6,7.0,0.39,1.1%
Dalot,DEF,4.5,51,1.3,1.8,1.6,2.3,7.0,0.39,0.0%
J.Ramsey,MID,5.5,46,2.5,1.8,1.3,1.5,7.0,0.32,0.0%
Garnacho,MID,6.4,24,1.5,1.6,2.1,1.7,6.9,0.27,0.0%
White,DEF,5.5,33,1.7,1.4,1.5,2.2,6.8,0.31,0.0%
Bergvall,MID,5.5,38,1.7,1.5,1.8,1.8,6.8,0.31,0.0%
Shaw,DEF,4.5,60,1.6,1.6,1.5,2.0,6.8,0.38,0.0%
Gittens,MID,6.4,28,1.7,1.6,1.8,1.6,6.6,0.26,0.0%
McAtee,MID,5.5,27,1.2,1.7,2.0,1.6,6.5,0.30,0.0%
Alcaraz,MID,5.4,27,1.4,1.3,2.0,1.9,6.5,0.30,0.0%
Cook,MID,5.0,0,0.0,1.4,2.3,2.8,6.5,0.32,0.0%
Hughes,MID,5.0,42,1.5,1.7,1.7,1.6,6.5,0.32,0.0%
Kalimuendo,FWD,6.0,28,1.3,1.7,1.9,1.5,6.4,0.27,0.0%
Lerma,MID,5.0,36,1.6,1.5,1.6,1.6,6.3,0.32,0.0%
Scott,MID,5.0,50,2.2,1.4,1.3,1.4,6.2,0.31,0.0%
Gusto,DEF,5.0,32,1.4,1.5,2.0,1.4,6.2,0.31,0.0%
Gordon,MID,7.5,0,0.0,0.0,2.9,3.3,6.2,0.21,0.2%
Stones,DEF,5.5,48,2.0,1.0,1.8,1.3,6.2,0.28,0.0%
H.Bueno,DEF,4.5,44,1.4,1.9,1.2,1.5,6.0,0.34,0.0%
Trippier,DEF,5.0,35,2.0,1.2,1.2,1.6,6.0,0.30,0.0%
Kamara,MID,4.9,0,0.0,1.1,2.0,2.8,5.9,0.30,0.0%
Carvalho,MID,5.0,27,1.4,1.5,1.6,1.4,5.9,0.29,0.0%
Trossard,MID,6.9,23,1.6,1.3,1.4,1.5,5.9,0.21,0.0%
Hutchinson,MID,5.5,26,1.2,1.5,1.8,1.5,5.9,0.27,0.0%
Thiaw,DEF,5.0,29,1.3,1.4,1.3,1.7,5.8,0.29,0.0%
Nmecha,FWD,5.0,27,1.5,1.3,1.5,1.5,5.8,0.29,0.0%
Longstaff,MID,4.9,49,1.9,1.3,1.2,1.3,5.8,0.29,0.0%
Gruda,MID,5.4,23,1.3,1.6,1.4,1.3,5.6,0.26,0.0%
Savinho,MID,6.9,23,0.7,1.2,2.2,1.6,5.6,0.20,0.1%
Edwards,MID,4.9,27,1.3,1.5,1.3,1.5,5.6,0.28,0.0%
C.Jones,MID,5.4,27,1.4,1.6,1.2,1.3,5.5,0.25,0.0%
Hume,DEF,4.5,51,1.5,1.5,1.3,1.1,5.5,0.30,0.0%
Wilson,FWD,5.9,25,1.5,1.4,1.3,1.3,5.4,0.23,0.0%
Fer López,MID,5.4,25,1.2,1.4,1.3,1.4,5.4,0.25,0.0%
Robertson,DEF,5.9,24,1.4,1.5,1.2,1.2,5.3,0.22,0.0%
Gruev,MID,5.0,57,2.0,1.2,0.9,1.2,5.3,0.26,0.0%
Bayindir,GK,5.0,47,1.5,1.4,1.2,1.2,5.3,0.26,0.0%
Willock,MID,5.0,40,2.1,1.1,0.9,1.1,5.2,0.26,0.0%
Summerville,MID,5.5,30,0.7,1.4,1.6,1.5,5.2,0.24,0.0%
Møller Wolfe,DEF,4.5,32,0.9,1.7,1.2,1.4,5.2,0.29,0.0%
J.Murphy,MID,6.3,30,1.7,1.4,1.0,1.0,5.1,0.20,0.0%
Trafford,GK,5.0,43,1.8,1.0,1.4,1.0,5.1,0.26,0.0%
Foster,FWD,5.0,27,1.3,1.3,1.1,1.3,5.0,0.25,0.0%
Hinshelwood,MID,5.4,25,1.1,1.3,1.2,1.4,5.0,0.23,0.0%
Brooks,MID,5.0,26,1.4,1.1,1.0,1.4,5.0,0.25,0.0%
Cairney,MID,4.9,22,1.2,1.2,1.1,1.5,5.0,0.25,0.0%
Milambo,MID,5.4,26,1.3,1.3,1.2,1.2,5.0,0.23,0.0%
Devenny,MID,4.5,22,1.3,1.2,1.1,1.3,4.9,0.27,0.1%
Aaronson,MID,5.4,32,1.5,1.0,1.2,1.1,4.8,0.22,0.0%
Merino,MID,5.9,19,1.1,1.2,1.1,1.4,4.8,0.20,0.0%
F.Kadıoğlu,DEF,4.4,31,1.2,1.2,1.0,1.3,4.7,0.27,0.0%
Roberts,MID,5.4,21,1.1,1.2,1.2,1.2,4.7,0.22,0.0%
Castagne,DEF,4.5,24,1.2,1.3,1.1,1.2,4.7,0.26,0.0%
J.Araujo,DEF,4.0,25,1.0,1.1,1.1,1.3,4.6,0.29,0.0%
Bogarde,DEF,4.0,46,1.7,1.3,0.8,0.8,4.6,0.29,0.0%
Senne Lammens,GK,99.9,26,0.5,1.0,1.3,1.7,4.6,0.01,0.0%
Gomez,MID,5.0,22,1.1,1.1,1.2,1.1,4.5,0.23,0.0%
Hoever,DEF,4.0,29,0.8,1.5,1.0,1.3,4.5,0.28,0.0%
Tel,MID,6.3,17,1.2,1.0,1.4,1.0,4.5,0.18,0.0%
O'Nien,DEF,4.0,56,0.7,1.3,1.3,1.2,4.4,0.28,0.0%
Martinelli,MID,6.9,19,1.3,1.1,1.0,0.9,4.3,0.16,0.0%
Doherty,DEF,4.5,23,0.7,1.2,1.1,1.3,4.3,0.24,0.0%
Onana,GK,5.0,33,1.0,1.2,1.0,1.1,4.3,0.21,0.0%
Hee Chan,MID,5.9,13,0.7,1.2,1.0,1.3,4.2,0.18,0.0%
Ugarte,MID,4.9,22,0.9,1.1,1.0,1.2,4.2,0.22,0.0%
Henry,DEF,4.5,27,0.9,1.1,1.2,1.0,4.2,0.23,0.0%
