Pos,ID,Name,BV,SV,Team,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,15_xMins,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts,15_Pts
M,552,Sadiki,5.0,5.0,Sunderland,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,77.85,3.00,3.12,2.92,2.89,3.35,2.91,3.21,2.85,3.01,3.16,2.79,2.58
M,553,Talbi,5.0,5.0,Sunderland,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,65.70,2.67,2.89,2.64,2.55,3.08,2.44,2.81,2.41,2.67,2.85,2.36,2.31
M,554,Ba,4.4,4.4,Sunderland,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.09,0.09,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.09,0.08,0.08
M,555,Browne,4.5,4.5,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,556,Ekwah,4.5,4.5,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,557,H.Jones,4.5,4.5,Sunderland,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,0.15,0.16,0.15,0.15,0.17,0.14,0.16,0.14,0.15,0.16,0.14,0.14
M,558,Matete,4.5,4.5,Sunderland,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05
M,559,Triantis,4.4,4.4,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,560,Isidor,5.5,5.5,Sunderland,35.55,32.70,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,1.57,1.60,1.34,1.32,1.54,1.28,1.45,1.23,1.33,1.48,1.23,1.22
F,561,Mayenda,5.5,5.5,Sunderland,60.45,51.90,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,40.80,2.58,2.47,1.85,1.77,2.10,1.71,1.96,1.67,1.85,1.98,1.63,1.60
F,562,Abdullahi,4.4,4.4,Sunderland,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
F,563,Luís Hemir,4.4,4.4,Sunderland,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,564,Rusyn,4.4,4.4,Sunderland,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,2.10,0.10,0.11,0.10,0.10,0.11,0.10,0.11,0.10,0.10,0.11,0.10,0.10
G,565,Vicario,5.0,5.0,Spurs,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.38,2.60,3.81,3.30,3.18,3.13,2.97,3.47,2.26,3.58,2.54,3.59
G,566,Austin,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,567,Kinsky,4.0,4.0,Spurs,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03
D,568,Pedro Porro,5.6,5.6,Spurs,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,80.55,4.09,3.23,4.80,4.05,4.02,3.88,3.50,3.68,2.50,4.25,3.06,4.50
D,569,Romero,5.0,5.0,Spurs,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,3.76,2.83,4.08,3.70,3.54,3.50,3.02,3.30,2.40,3.73,2.76,3.94
D,570,Danso,4.4,4.4,Spurs,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,33.30,1.46,1.19,1.56,1.43,1.39,1.38,1.24,1.33,1.08,1.46,1.19,1.48
D,571,Davies,4.4,4.4,Spurs,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,0.50,0.44,0.53,0.49,0.49,0.48,0.45,0.47,0.41,0.50,0.43,0.51
D,572,Dragusin,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,573,Spence,4.5,4.5,Spurs,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,65.25,2.66,1.98,3.11,2.57,2.51,2.47,2.21,2.37,1.71,2.69,2.00,2.83
D,574,Udogie,4.4,4.4,Spurs,36.60,36.60,36.60,36.60,36.60,36.60,36.60,36.60,36.60,36.60,36.60,36.60,1.67,1.29,1.93,1.64,1.59,1.60,1.42,1.51,1.14,1.71,1.31,1.78
D,575,Van de Ven,4.6,4.6,Spurs,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,79.05,3.44,2.57,3.79,3.28,3.22,3.22,2.81,3.04,2.15,3.46,2.54,3.54
D,576,Phillips,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,577,Takai,4.0,4.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,579,Son,8.5,8.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,580,Johnson,7.1,7.1,Spurs,57.45,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,51.75,3.24,2.64,3.21,2.86,2.94,2.67,2.67,2.90,2.19,3.05,2.53,3.26
M,581,Maddison,6.9,6.9,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,582,Kudus,6.6,6.6,Spurs,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,73.50,4.07,3.71,4.53,4.18,4.12,3.77,3.77,4.00,3.07,4.19,3.55,4.54
M,583,Kulusevski,6.4,6.4,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,584,Tel,6.3,6.3,Spurs,35.55,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,2.11,1.64,1.94,1.68,1.71,1.58,1.59,1.69,1.31,1.73,1.48,1.88
M,585,Bentancur,5.5,5.5,Spurs,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,59.40,2.50,2.31,2.73,2.46,2.44,2.45,2.38,2.40,2.12,2.49,2.27,2.58
M,586,Bergvall,5.4,5.4,Spurs,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,1.17,1.11,1.26,1.18,1.17,1.13,1.13,1.16,1.02,1.18,1.10,1.24
M,587,Bissouma,5.3,5.3,Spurs,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,0.32,0.31,0.35,0.32,0.32,0.32,0.32,0.32,0.29,0.32,0.30,0.33
M,588,Odobert,5.4,5.4,Spurs,35.25,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,29.70,1.81,1.44,1.66,1.54,1.55,1.44,1.44,1.53,1.25,1.57,1.39,1.69
M,589,Solomon,5.4,5.4,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,590,Bryan,4.9,4.9,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,591,Gray,4.9,4.9,Spurs,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,21.60,0.80,0.77,0.84,0.79,0.80,0.79,0.78,0.79,0.74,0.81,0.77,0.82
M,592,Moore,5.0,5.0,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,593,P.M.Sarr,5.0,5.0,Spurs,60.75,60.75,60.75,60.75,60.75,60.75,60.75,60.75,60.75,60.75,60.75,60.75,2.85,2.54,3.07,2.76,2.72,2.69,2.56,2.71,2.25,2.78,2.49,2.89
M,594,Min-hyeok,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,595,Olusesi,4.4,4.4,Spurs,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
F,596,Solanke,7.3,7.3,Spurs,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,34.80,2.24,2.08,2.50,2.25,2.30,2.05,2.11,2.29,1.70,2.33,1.99,2.49
F,597,Richarlison,6.7,6.7,Spurs,64.20,45.60,45.60,45.60,45.60,45.60,45.60,45.60,45.60,45.60,45.60,45.60,3.78,2.48,2.68,2.45,2.51,2.23,2.31,2.40,1.92,2.52,2.15,2.70
F,598,Lankshear,4.5,4.5,Spurs,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,599,Scarlett,4.4,4.4,Spurs,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.04
G,600,Areola,4.4,4.4,West Ham,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.03
G,601,Foderingham,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,602,Hegyi,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,603,Diouf,4.5,4.5,West Ham,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,76.50,2.77,3.06,2.74,1.80,3.28,2.97,2.64,3.80,2.46,2.04,2.28,2.30
D,604,Emerson,4.4,4.4,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,605,Kilman,4.4,4.4,West Ham,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,86.25,3.08,3.50,3.31,2.37,3.53,3.42,2.94,4.15,3.02,2.54,2.73,2.81
D,606,Mavropanos,4.4,4.4,West Ham,55.20,55.20,55.20,55.20,55.20,55.20,55.20,55.20,55.20,55.20,55.20,70.95,2.11,2.38,2.27,1.67,2.43,2.36,2.10,2.77,2.09,1.81,1.93,2.55
D,607,N.Aguerd,4.4,4.4,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,608,Scarles,4.4,4.4,West Ham,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.71,0.73,0.69,0.58,0.76,0.73,0.68,0.80,0.67,0.62,0.65,0.64
D,609,Todibo,4.4,4.4,West Ham,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,45.75,1.05,1.14,1.10,0.88,1.15,1.13,1.03,1.27,1.03,0.91,0.96,1.55
D,610,Wan-Bissaka,4.4,4.4,West Ham,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,2.93,3.31,3.02,1.98,3.44,3.18,2.79,3.93,2.73,2.26,2.44,2.49
D,611,Casey,4.0,4.0,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,612,L.Paquetá,5.9,5.9,West Ham,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,4.82,4.91,4.46,3.72,5.17,4.81,4.65,5.31,4.43,4.30,4.34,4.36
M,613,Souček,5.8,5.8,West Ham,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,71.70,3.44,3.53,3.29,2.83,3.66,3.46,3.37,3.79,3.23,3.18,3.19,3.20
M,614,Ward-Prowse,5.9,5.9,West Ham,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,74.40,3.45,3.51,3.27,2.82,3.66,3.46,3.37,3.77,3.23,3.16,3.18,3.22
M,615,Summerville,5.5,5.5,West Ham,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,12.90,0.64,0.66,0.59,0.51,0.69,0.63,0.61,0.71,0.60,0.58,0.58,0.59
M,616,Álvarez,4.9,4.9,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,617,Cornet,4.9,4.9,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,618,G.Rodriguez,4.9,4.9,West Ham,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,18.60,0.67,0.67,0.66,0.60,0.69,0.68,0.67,0.68,0.65,0.63,0.64,0.65
M,619,L.Guilherme,4.9,4.9,West Ham,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,0.63,0.65,0.59,0.54,0.68,0.63,0.61,0.69,0.60,0.58,0.59,0.60
M,620,Earthy,4.5,4.5,West Ham,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.07,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07
M,621,Irving,4.5,4.5,West Ham,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,0.67,0.68,0.63,0.59,0.70,0.66,0.65,0.72,0.64,0.63,0.63,0.63
M,622,Orford,4.4,4.4,West Ham,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,623,Potts,4.4,4.4,West Ham,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,29.25,1.11,1.12,1.09,0.97,1.12,1.11,1.08,1.16,1.04,1.04,1.04,1.05
F,624,Bowen,7.8,7.8,West Ham,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,86.10,4.37,4.50,3.94,3.50,4.83,4.26,4.15,5.03,4.09,3.91,3.89,4.08
F,625,Füllkrug,5.8,5.8,West Ham,60.90,60.90,60.90,60.90,60.90,60.90,60.90,60.90,60.90,60.90,60.90,60.90,2.90,3.04,2.70,2.29,3.20,2.88,2.74,3.30,2.76,2.62,2.62,2.67
F,626,Marshall,4.4,4.4,West Ham,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.05,0.05,0.05,0.05
G,627,Johnstone,4.5,4.5,Wolves,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.05,0.06,0.05,0.05,0.06,0.07,0.05,0.05,0.06,0.05,0.06,0.05
G,628,José Sá,4.5,4.5,Wolves,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,1.88,3.11,2.38,2.64,3.04,3.45,2.55,1.92,3.13,2.14,2.89,2.86
G,629,Bentley,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,630,King,4.0,4.0,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,631,Agbadou,4.5,4.5,Wolves,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,2.31,3.57,2.63,3.18,3.68,4.10,3.09,2.49,3.53,2.76,3.37,2.98
D,632,Doherty,4.5,4.5,Wolves,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,69.30,2.10,3.33,2.39,2.74,3.33,3.74,2.74,2.25,3.11,2.46,2.99,2.72
D,633,H.Bueno,4.5,4.5,Wolves,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,18.30,0.64,0.87,0.71,0.77,0.88,0.97,0.76,0.65,0.83,0.72,0.82,0.75
D,634,Mosquera,4.4,4.4,Wolves,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,0.30,0.36,0.32,0.35,0.37,0.39,0.34,0.31,0.36,0.32,0.36,0.33
D,635,R.Gomes,4.5,4.5,Wolves,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,19.20,0.73,0.92,0.78,0.83,0.92,1.01,0.82,0.72,0.89,0.79,0.87,0.84
D,636,S.Bueno,4.5,4.5,Wolves,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,0.71,0.88,0.75,0.83,0.89,0.96,0.81,0.73,0.87,0.77,0.85,0.82
D,637,Toti,4.5,4.5,Wolves,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,77.70,1.86,2.96,2.19,2.61,3.08,3.46,2.56,2.02,2.90,2.29,2.77,2.48
D,638,Hoever,4.0,4.0,Wolves,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,0.81,1.21,0.91,1.04,1.21,1.37,1.01,0.81,1.16,0.93,1.11,1.02
D,639,Meupiyou,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,640,Pedro Lima,4.0,4.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,641,Pond,4.0,4.0,Wolves,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.07,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.08,0.09,0.08
M,642,Hee Chan,5.9,5.9,Wolves,28.50,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,22.80,1.02,0.90,0.86,0.88,0.91,0.93,0.85,0.84,0.89,0.85,0.88,0.89
M,643,André,5.5,5.5,Wolves,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,69.60,2.55,2.74,2.75,2.76,2.66,2.86,2.64,2.56,2.81,2.64,2.76,2.62
M,644,Bellegarde,5.4,5.4,Wolves,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,42.15,1.71,2.06,1.80,1.94,2.02,2.19,1.82,1.71,1.98,1.80,1.96,1.94
M,645,Fer López,5.4,5.4,Wolves,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,1.09,1.28,1.15,1.24,1.27,1.36,1.15,1.07,1.23,1.15,1.21,1.21
M,646,Gomes,5.5,5.5,Wolves,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,3.16,3.48,3.40,3.47,3.38,3.82,3.35,3.20,3.52,3.27,3.48,3.33
M,647,Guedes,5.5,5.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,648,Munetsi,5.5,5.5,Wolves,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,3.13,3.81,3.33,3.54,3.69,4.07,3.30,3.17,3.57,3.35,3.56,3.52
M,649,B.Traore,5.0,5.0,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,650,Chirewa,4.4,4.4,Wolves,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04
M,651,Edozie,4.4,4.4,Wolves,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.05
M,652,Gonzalez,4.4,4.4,Wolves,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,0.12,0.13,0.12,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.12
M,653,Hodge,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,654,Strand Larsen,6.4,6.4,Wolves,68.10,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,3.11,4.30,3.74,4.04,4.20,4.69,3.82,3.38,4.02,3.76,4.02,3.99
F,655,Fábio Silva,4.9,4.9,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,656,Kalajdžić,4.9,4.9,Wolves,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.26,0.30,0.27,0.29,0.30,0.32,0.27,0.25,0.29,0.27,0.29,0.29
F,657,Chiwome,4.5,4.5,Wolves,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,658,Fraser,4.5,4.5,Wolves,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02
D,659,Walker-Peters,4.4,4.4,West Ham,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,21.15,0.80,0.83,0.78,0.61,0.88,0.82,0.77,0.97,0.74,0.66,0.70,0.71
M,660,Stach,5.0,5.0,Leeds United,83.25,83.25,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,3.55,3.96,3.65,3.67,3.76,3.88,3.40,3.40,3.63,2.92,3.37,3.31
F,661,Ekitiké,8.7,8.7,Liverpool,72.75,67.35,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,4.87,4.38,2.72,2.47,2.87,2.96,2.97,2.36,2.95,2.90,3.42,2.87
D,662,Mosquera,5.4,5.4,Arsenal,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.27,0.25,0.26,0.28,0.27,0.27,0.27,0.27,0.26,0.25,0.27,0.26
M,663,J.Arias,5.4,5.4,Wolves,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,64.20,2.68,3.41,2.95,3.13,3.33,3.62,2.89,2.67,3.18,2.91,3.16,3.08
G,664,Lecomte,4.0,4.0,Fulham,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03
G,665,Perri,4.5,4.5,Leeds United,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.59,3.00,3.01,2.98,3.25,3.48,2.27,2.59,2.80,1.77,2.56,2.31
F,666,Gyökeres,9.0,9.0,Arsenal,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,6.08,5.17,4.79,6.35,5.16,5.74,5.86,5.99,5.89,4.67,6.39,5.07
D,667,Aznou,4.4,4.4,Everton,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,0.57,0.45,0.60,0.57,0.45,0.55,0.59,0.58,0.51,0.53,0.52,0.56
M,668,Xhaka,5.0,5.0,Sunderland,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,83.55,2.85,2.91,2.76,2.76,3.13,2.75,2.96,2.69,2.80,2.89,2.61,2.45
