Name,Position,Price,xMins,GW22,GW23,GW24,GW25,Total,/£M,Elite%
Schade,MID,7.1,84,3.9,4.8,3.5,3.8,16.0,0.56,8.8%
Virgil,DEF,5.9,91,5.0,3.9,3.8,3.2,15.9,0.67,53.9%
Neto,MID,7.1,78,4.1,3.6,4.3,3.9,15.8,0.56,0.1%
Semenyo,MID,7.6,55,3.2,5.2,3.8,3.6,15.8,0.52,4.3%
Anderson,MID,5.3,90,3.7,4.0,4.0,3.9,15.6,0.74,26.7%
L.Paquetá,MID,5.9,81,3.6,4.4,3.4,4.1,15.5,0.66,4.5%
Bruno G.,MID,7.2,91,4.3,3.7,3.4,4.0,15.4,0.54,1.3%
Xavi,MID,6.5,78,5.0,4.0,3.2,3.2,15.3,0.59,0.0%
Enzo,MID,6.4,82,4.0,3.4,4.2,3.8,15.3,0.60,6.1%
Calafiori,DEF,5.6,85,2.7,4.2,4.0,4.4,15.3,0.68,0.0%
Trossard,MID,6.9,68,4.0,4.2,3.2,3.8,15.3,0.55,0.0%
Cash,DEF,4.8,89,4.6,3.1,4.0,3.5,15.2,0.79,0.7%
Romero,DEF,5.0,90,4.6,4.4,3.0,3.2,15.2,0.76,0.2%
Tielemans,MID,5.9,88,4.1,3.5,4.0,3.5,15.1,0.64,0.6%
Evanilson,FWD,7.0,82,3.8,3.8,3.9,3.4,14.9,0.53,0.2%
Andersen,DEF,4.6,92,3.8,3.8,3.3,4.0,14.9,0.81,65.4%
O.Dango,MID,5.8,77,3.6,4.5,3.3,3.5,14.8,0.64,0.0%
Tarkowski,DEF,5.7,91,3.3,4.4,3.3,3.7,14.7,0.65,42.6%
Gibbs-White,MID,7.3,86,3.2,3.5,4.3,3.6,14.6,0.50,0.0%
João Pedro,FWD,7.1,70,3.6,3.2,4.2,3.6,14.6,0.52,0.2%
Cunha,MID,8.2,74,3.6,2.9,4.1,4.0,14.5,0.44,96.1%
Mateta,FWD,7.6,79,4.3,3.5,3.3,3.3,14.5,0.48,3.3%
Chalobah,DEF,5.5,83,3.6,3.3,3.8,3.8,14.5,0.66,0.7%
Donnarumma,GK,5.7,92,3.4,4.2,3.6,3.3,14.5,0.63,0.5%
Hall,DEF,5.3,89,4.4,3.5,2.7,3.8,14.4,0.68,29.8%
Frimpong,DEF,5.7,78,5.0,3.2,3.5,2.7,14.4,0.63,0.0%
Pedro Porro,DEF,5.2,85,4.6,4.2,2.7,2.9,14.4,0.69,3.4%
Van Hecke,DEF,4.5,89,3.7,3.3,3.7,3.6,14.3,0.79,7.1%
Matheus N.,DEF,5.5,84,3.4,4.7,3.4,2.7,14.3,0.65,0.2%
Zubimendi,MID,5.2,83,3.6,3.6,3.3,3.6,14.2,0.68,0.0%
M.Salah,MID,14.0,0,0.0,5.0,4.9,4.3,14.2,0.25,0.6%
E.Le Fée,MID,4.9,80,3.9,3.7,4.0,2.5,14.2,0.72,12.6%
Mitoma,MID,6.1,74,4.1,3.2,3.4,3.5,14.1,0.58,0.0%
Sánchez,GK,4.9,90,3.6,3.3,3.7,3.5,14.1,0.72,3.4%
Lacroix,DEF,5.1,91,4.1,3.5,3.4,3.1,14.1,0.69,16.2%
Igor Jesus,FWD,5.8,75,3.1,3.5,4.0,3.5,14.1,0.61,0.5%
Mukiele,DEF,4.4,89,4.0,3.6,4.4,2.2,14.1,0.80,14.3%
A.Becker,GK,5.4,93,4.3,3.4,3.5,3.0,14.1,0.65,0.2%
McGinn,MID,5.4,79,3.9,3.2,3.7,3.3,14.1,0.65,0.0%
Verbruggen,GK,4.5,93,3.5,3.3,3.7,3.6,14.1,0.78,16.6%
Senesi,DEF,4.8,88,3.4,3.3,4.1,3.3,14.1,0.73,7.9%
Konaté,DEF,5.4,84,4.5,3.3,3.3,2.8,14.0,0.65,0.2%
Calvert-Lewin,FWD,6.0,81,4.2,3.4,2.8,3.6,14.0,0.58,4.9%
Woltemade,FWD,7.3,69,3.9,3.5,2.9,3.6,13.9,0.48,0.0%
Gravenberch,MID,5.7,89,4.0,3.4,3.3,3.1,13.8,0.61,0.0%
Konsa,DEF,4.4,89,4.0,2.9,3.7,3.1,13.7,0.78,0.2%
Stach,MID,4.9,80,3.7,3.3,3.1,3.6,13.7,0.70,6.4%
Thiaw,DEF,5.1,92,4.3,3.2,2.7,3.4,13.7,0.67,18.6%
Garner,MID,5.1,89,3.5,3.6,3.2,3.3,13.6,0.67,1.2%
Caicedo,MID,5.7,87,3.6,3.2,3.4,3.4,13.6,0.60,0.0%
Collins,DEF,5.0,91,3.2,4.4,2.9,3.1,13.6,0.68,12.5%
Cucurella,DEF,6.0,77,3.4,3.1,3.7,3.4,13.6,0.57,0.2%
Vicario,GK,4.8,95,3.9,3.7,3.0,3.0,13.6,0.71,0.1%
Wharton,MID,5.0,87,3.6,3.5,3.3,3.1,13.6,0.68,0.0%
Grealish,MID,6.5,89,3.3,3.9,3.1,3.3,13.5,0.52,0.2%
Brooks,MID,5.0,77,3.4,3.4,3.6,3.1,13.5,0.68,0.0%
Guéhi,DEF,5.3,93,3.9,3.3,3.4,2.9,13.5,0.64,0.4%
Leno,GK,4.9,93,3.4,3.3,3.1,3.6,13.4,0.69,0.0%
Roefs,GK,4.9,93,3.6,3.4,4.0,2.4,13.4,0.68,0.9%
Pope,GK,5.1,92,3.7,3.3,3.0,3.4,13.4,0.66,0.5%
Gyökeres,FWD,8.7,49,3.4,3.4,3.2,3.4,13.3,0.38,0.3%
Martinez,GK,5.0,93,3.0,3.2,3.7,3.5,13.3,0.66,0.1%
Richards,DEF,4.4,87,3.9,3.3,3.3,2.8,13.3,0.75,8.5%
Xhaka,MID,5.2,91,3.6,3.3,3.6,2.8,13.2,0.64,0.2%
Pickford,GK,5.6,94,3.0,3.8,3.2,3.3,13.2,0.59,0.3%
James,DEF,5.7,72,3.4,2.8,3.6,3.4,13.1,0.58,0.0%
M.Fernandes,MID,5.5,78,3.2,3.7,3.0,3.3,13.1,0.60,0.0%
Struijk,DEF,4.3,87,3.7,3.3,2.4,3.8,13.1,0.76,0.0%
Henderson,GK,5.1,93,3.5,3.3,3.3,3.0,13.1,0.64,0.0%
Perri,GK,4.5,94,3.6,3.2,2.8,3.4,13.0,0.72,0.0%
Joelinton,MID,5.9,71,3.5,3.1,2.9,3.5,13.0,0.55,0.0%
Ampadu,MID,4.9,91,3.6,3.1,2.9,3.3,13.0,0.66,0.0%
Kolo Muani,FWD,6.9,73,4.3,3.6,2.7,2.4,12.9,0.47,0.0%
Rodrigo,MID,6.3,78,3.3,3.6,3.1,2.9,12.9,0.51,0.0%
Kelleher,GK,4.5,94,3.1,3.7,3.0,3.0,12.9,0.72,8.6%
Kroupi.Jr,FWD,4.6,68,3.1,3.2,3.5,3.1,12.9,0.70,5.4%
Areola,GK,4.3,92,3.0,3.6,2.9,3.5,12.9,0.75,0.1%
F.Kadıoğlu,DEF,4.4,82,3.4,2.7,3.5,3.3,12.9,0.73,0.0%
Van de Ven,DEF,4.6,89,4.0,3.7,2.5,2.7,12.8,0.70,0.3%
Alderete,DEF,4.1,81,3.7,3.2,3.8,2.0,12.8,0.78,11.2%
Petrović,GK,4.5,93,3.1,3.1,3.5,3.2,12.7,0.71,5.5%
Rodon,DEF,3.9,91,3.6,3.2,2.4,3.5,12.7,0.82,14.5%
Dúbravka,GK,4.0,94,2.7,3.2,3.3,3.5,12.7,0.79,93.0%
Dunk,DEF,4.5,90,3.4,2.9,3.3,3.1,12.7,0.70,0.0%
Minteh,MID,5.8,80,2.3,2.8,4.0,3.7,12.7,0.55,10.9%
Murillo,DEF,5.2,89,2.7,3.1,3.6,3.2,12.7,0.61,0.1%
O'Reilly,DEF,5.3,71,3.1,4.2,2.9,2.4,12.6,0.60,27.5%
Lammens,GK,5.0,91,3.0,2.7,3.5,3.4,12.6,0.63,0.1%
Kerkez,DEF,5.6,75,4.2,3.0,3.0,2.4,12.6,0.56,0.2%
Mac Allister,MID,6.2,74,4.0,2.9,3.0,2.6,12.5,0.50,0.0%
Tel,MID,6.2,77,4.6,3.4,2.4,2.1,12.5,0.50,0.0%
Barry,FWD,5.7,77,3.3,3.5,2.9,2.8,12.5,0.55,0.6%
Estève,DEF,3.9,92,2.4,3.3,3.3,3.4,12.5,0.80,5.0%
Delap,FWD,6.2,51,3.1,2.7,3.6,3.1,12.5,0.50,0.0%
Mykolenko,DEF,4.9,90,2.7,3.8,2.8,3.1,12.5,0.64,0.0%
Mitchell,DEF,5.0,90,3.6,3.1,3.1,2.7,12.5,0.62,0.1%
Ayari,MID,4.8,69,3.3,3.0,2.9,3.1,12.4,0.65,0.0%
Botman,DEF,4.9,91,4.3,3.1,2.4,2.6,12.4,0.63,0.0%
Kilman,DEF,4.2,90,3.0,3.7,2.5,3.2,12.4,0.74,0.0%
Ndiaye,MID,6.2,0,0.0,4.7,3.9,3.8,12.4,0.50,0.2%
Gudmundsson,DEF,3.8,86,3.8,2.9,2.2,3.5,12.4,0.81,5.2%
Welbeck,FWD,6.2,52,3.5,3.0,2.8,3.0,12.3,0.50,0.7%
Casemiro,MID,5.5,72,3.0,2.7,3.2,3.3,12.3,0.56,0.2%
Florentino,MID,5.0,85,3.0,3.1,3.0,3.2,12.2,0.61,0.0%
Brobbey,FWD,5.5,72,3.5,3.0,3.4,2.2,12.2,0.56,0.0%
Šeško,FWD,7.2,64,3.1,2.5,3.4,3.3,12.2,0.42,0.0%
Scott,MID,5.0,82,3.2,3.1,3.1,2.9,12.2,0.61,0.0%
Bijol,DEF,3.9,79,3.5,3.2,2.3,3.2,12.1,0.78,0.0%
Barnes,MID,6.1,55,3.4,2.9,2.6,3.2,12.1,0.50,0.0%
Reinildo,DEF,3.8,89,3.4,3.1,3.9,1.7,12.1,0.80,0.0%
Yarmoliuk,MID,5.0,80,3.0,3.3,2.8,3.0,12.1,0.60,0.0%
Buendía,MID,5.3,62,3.4,3.0,3.0,2.6,12.1,0.57,0.0%
L.Miley,MID,4.5,82,3.3,3.1,2.6,3.0,11.9,0.66,2.2%
Maatsen,DEF,4.2,65,3.6,2.5,3.2,2.7,11.9,0.71,0.0%
Aké,DEF,5.3,87,3.4,4.1,2.5,1.8,11.9,0.56,0.0%
Taty,FWD,5.5,74,2.9,3.2,2.6,3.2,11.9,0.54,0.0%
Wan-Bissaka,DEF,4.1,90,2.8,3.7,2.1,3.3,11.9,0.72,0.0%
Khusanov,DEF,5.4,90,3.4,3.8,2.7,1.9,11.8,0.55,0.0%
Todibo,DEF,4.3,87,2.8,3.6,2.2,3.2,11.8,0.69,0.0%
N.Williams,DEF,4.7,90,2.4,2.9,3.6,2.9,11.8,0.63,0.2%
Cook,MID,4.9,87,3.2,2.8,3.1,2.6,11.8,0.60,0.0%
Tolu,FWD,5.4,75,3.1,2.5,3.3,2.8,11.7,0.54,0.0%
Yeremy,MID,5.8,82,4.0,2.8,2.5,2.4,11.7,0.51,0.1%
Dewsbury-Hall,MID,4.9,90,1.5,3.7,3.3,3.2,11.7,0.60,5.0%
Tonali,MID,5.3,74,3.3,2.9,2.6,3.0,11.7,0.55,0.0%
Cherki,MID,6.8,60,3.4,3.5,2.4,2.5,11.7,0.43,11.1%
Milenković,DEF,5.1,90,2.4,2.7,3.4,3.0,11.6,0.57,0.0%
Hudson-Odoi,MID,5.7,71,2.6,2.8,3.2,2.9,11.5,0.50,0.0%
Truffert,DEF,4.5,87,2.7,2.7,3.5,2.6,11.5,0.64,0.5%
Kayode,DEF,4.5,87,2.6,3.8,2.5,2.6,11.4,0.64,0.0%
Gomez,MID,4.9,58,3.1,2.6,2.8,2.9,11.4,0.58,0.0%
Hee Chan,MID,5.6,65,3.2,2.3,3.2,2.8,11.4,0.51,0.0%
Fofana,DEF,4.4,70,3.0,2.7,3.0,2.7,11.4,0.65,0.0%
José Sá,GK,4.2,93,3.0,2.5,3.1,2.8,11.3,0.67,0.0%
Aaronson,MID,5.4,66,3.4,2.8,2.4,2.7,11.3,0.52,0.0%
Robinson,DEF,4.9,81,3.1,2.8,2.4,3.0,11.3,0.58,0.0%
O'Brien,DEF,4.9,89,2.7,3.5,2.4,2.6,11.2,0.57,0.0%
Ugochukwu,MID,5.0,77,2.5,2.8,2.7,3.1,11.2,0.56,0.0%
Nmecha,FWD,5.0,55,3.0,2.6,2.3,3.1,11.1,0.55,0.5%
Johnson,MID,6.5,82,3.9,2.4,2.4,2.4,11.1,0.43,0.1%
Pau,DEF,4.3,58,2.5,2.7,3.0,2.8,11.0,0.64,0.0%
Broja,FWD,5.2,62,2.5,2.8,2.7,2.8,10.8,0.52,0.0%
Odobert,MID,5.3,64,3.6,2.8,2.1,2.1,10.7,0.50,0.0%
Doku,MID,6.4,58,3.1,3.0,2.4,2.2,10.7,0.42,0.0%
Sels,GK,4.6,81,2.6,2.4,3.2,2.5,10.7,0.58,0.2%
Reijnders,MID,5.2,49,2.5,3.2,2.6,2.4,10.6,0.51,2.7%
Smith Rowe,MID,5.6,65,3.0,2.7,2.4,2.5,10.6,0.47,0.0%
Amad,MID,6.2,56,2.5,2.0,3.2,2.9,10.6,0.43,0.0%
Bernardo,MID,6.2,62,2.7,3.2,2.6,2.1,10.6,0.43,0.0%
Sarr,MID,6.3,0,0.0,3.7,3.5,3.3,10.5,0.42,0.0%
Jensen,MID,4.9,66,2.6,2.9,2.4,2.6,10.5,0.53,0.0%
Mané,FWD,4.5,77,2.9,2.3,2.7,2.5,10.4,0.58,2.1%
Bruun Larsen,MID,5.3,53,2.2,2.7,2.6,2.9,10.4,0.49,0.0%
Tete,DEF,4.5,82,1.4,2.8,2.6,3.5,10.4,0.58,0.0%
Ajer,DEF,4.4,75,2.6,3.1,2.3,2.4,10.4,0.59,0.0%
Udogie,DEF,4.3,69,3.2,2.9,2.0,2.2,10.4,0.60,0.0%
Krejčí,DEF,4.5,88,2.9,1.8,3.0,2.6,10.3,0.57,0.0%
J.Palhinha,MID,5.5,71,3.3,2.5,2.4,2.1,10.3,0.47,0.0%
Aina,DEF,4.7,86,2.1,2.4,3.1,2.7,10.2,0.54,0.0%
Tuanzebe,DEF,3.9,87,1.9,2.6,2.8,2.8,10.1,0.65,0.0%
Hutchinson,MID,5.4,60,2.3,2.5,2.9,2.5,10.1,0.47,0.0%
Agbadou,DEF,4.2,79,2.8,1.9,3.0,2.4,10.1,0.60,0.0%
Garnacho,MID,6.4,43,2.6,2.2,2.8,2.5,10.1,0.40,0.0%
Janelt,MID,4.9,71,2.6,2.7,2.4,2.4,10.0,0.51,0.0%
Solanke,FWD,7.2,30,2.2,2.4,2.6,2.8,10.0,0.35,0.1%
Sangaré,MID,4.9,72,2.5,2.6,2.5,2.4,10.0,0.51,0.0%
Walker,DEF,4.4,90,1.6,2.6,2.6,3.0,9.9,0.56,0.0%
Iwobi,MID,6.3,0,0.0,3.4,3.1,3.3,9.8,0.39,0.0%
Adli,MID,5.4,50,2.4,2.4,2.7,2.3,9.8,0.45,0.0%
Gomes,MID,5.3,70,2.7,2.3,2.5,2.3,9.8,0.46,0.0%
Bogle,DEF,4.4,52,1.2,2.9,2.0,3.6,9.7,0.55,0.0%
J.Arias,MID,4.9,57,2.7,2.1,2.7,2.3,9.7,0.49,0.0%
Dalot,DEF,4.5,81,2.5,1.5,2.8,2.8,9.7,0.54,2.2%
J.Cuenca,DEF,4.3,87,3.5,2.1,1.8,2.2,9.6,0.56,0.0%
Sadiki,MID,4.9,85,2.8,2.2,2.5,2.0,9.5,0.49,0.0%
A.Jimenez,DEF,4.5,72,2.2,2.2,2.7,2.3,9.5,0.53,0.0%
Martinez,DEF,4.8,80,2.4,1.7,2.7,2.6,9.4,0.49,0.0%
Bassey,DEF,4.4,0,0.0,3.2,2.7,3.4,9.4,0.53,0.0%
Bergvall,MID,5.3,61,2.3,2.7,2.2,2.2,9.3,0.44,0.0%
Hughes,MID,4.7,70,2.6,2.3,2.2,2.1,9.3,0.49,0.0%
Lukić,MID,4.9,69,2.7,2.2,2.1,2.3,9.3,0.47,0.0%
Groß,MID,5.5,52,2.7,2.2,2.0,2.3,9.3,0.42,0.0%
Sancho,MID,5.8,47,2.6,2.1,2.5,2.0,9.2,0.40,0.0%
Summerville,MID,5.5,43,2.0,2.7,2.0,2.5,9.2,0.42,0.0%
André,MID,5.3,67,2.4,2.2,2.3,2.2,9.1,0.43,0.0%
Wissa,FWD,7.3,38,2.4,2.2,2.0,2.4,9.0,0.31,0.1%
Potts,MID,4.4,63,2.2,2.4,2.2,2.2,9.0,0.51,3.3%
Gana,MID,5.4,0,0.0,3.1,2.9,2.9,8.9,0.41,0.0%
Hume,DEF,4.5,65,2.6,2.2,2.9,1.1,8.8,0.49,0.0%
Malen,MID,5.1,31,2.2,2.0,2.5,2.1,8.8,0.43,0.0%
H.Bueno,DEF,4.3,76,2.4,1.4,2.7,2.2,8.8,0.51,0.0%
S.Magassa,MID,5.0,53,2.1,2.4,2.0,2.2,8.7,0.43,0.0%
Diouf,DEF,4.0,0,0.0,3.6,1.9,3.1,8.7,0.54,0.0%
De Ligt,DEF,4.9,68,0.6,1.6,3.3,3.2,8.6,0.44,0.0%
Estêvão,MID,6.4,37,2.2,1.8,2.4,2.2,8.6,0.33,0.0%
Ballard,DEF,4.6,50,2.2,2.2,2.6,1.4,8.5,0.46,0.2%
Gray,MID,4.8,64,2.5,2.1,1.9,1.9,8.4,0.44,0.0%
Mount,MID,5.9,38,1.8,1.7,2.4,2.3,8.2,0.35,0.0%
Berge,MID,4.9,71,2.4,2.0,1.8,2.0,8.2,0.42,0.0%
Damsgaard,MID,5.8,42,2.0,2.1,1.9,2.1,8.1,0.35,0.0%
Shaw,DEF,4.5,77,2.1,1.4,2.3,2.2,8.1,0.45,0.0%
Longstaff,MID,4.8,43,1.9,2.0,1.8,2.4,8.1,0.42,0.2%
Tchatchoua,DEF,4.4,81,2.3,1.3,2.4,2.1,8.1,0.46,0.0%
Foster,FWD,4.9,44,1.7,2.1,1.9,2.2,8.1,0.41,0.1%
Diarra,MID,5.3,0,0.0,2.9,3.1,2.1,8.1,0.38,0.0%
Veltman,DEF,4.3,67,2.8,2.2,1.8,1.2,8.0,0.47,0.0%
Ekdal,DEF,3.9,56,1.5,2.0,2.2,2.3,7.9,0.51,0.0%
Wieffer,MID,4.9,45,0.3,1.2,3.0,3.3,7.8,0.40,0.1%
C.Jones,MID,5.4,49,2.6,1.7,1.8,1.7,7.8,0.36,0.0%
Milosavljević,DEF,4.4,56,1.9,1.8,2.3,1.8,7.8,0.44,0.0%
Henry,DEF,4.3,66,1.9,2.4,1.7,1.8,7.8,0.45,0.0%
Edwards,MID,4.7,42,1.7,1.9,1.8,2.2,7.5,0.40,0.0%
Gruda,MID,5.4,42,2.4,1.7,1.7,1.7,7.5,0.35,0.0%
Anthony,MID,5.1,39,1.7,1.9,1.9,1.9,7.5,0.37,0.0%
Traoré,MID,5.5,50,1.9,1.9,2.2,1.4,7.4,0.34,0.0%
Lucas Pires,DEF,3.8,70,1.6,1.9,1.7,2.1,7.3,0.48,0.0%
Kevin,MID,5.8,53,2.6,1.5,1.6,1.5,7.2,0.31,0.0%
De Cuyper,DEF,4.3,32,1.8,1.6,1.8,2.0,7.2,0.42,0.0%
Branthwaite,DEF,5.3,0,0.0,1.7,2.2,3.3,7.2,0.34,0.0%
Muñoz,DEF,5.8,0,0.0,1.2,3.0,2.9,7.1,0.31,0.1%
Okafor,MID,5.5,35,2.0,1.8,1.6,1.8,7.1,0.32,0.0%
P.M.Sarr,MID,4.5,0,0.0,2.7,2.1,2.2,7.1,0.39,0.0%
Marmoush,MID,8.3,0,0.0,2.9,2.0,2.1,7.0,0.21,0.0%
Hill,DEF,3.9,44,1.6,1.6,2.0,1.7,6.9,0.44,0.0%
Adingra,MID,4.9,46,2.3,1.6,1.8,1.2,6.9,0.35,0.0%
Alcaraz,MID,5.2,66,1.2,2.1,1.7,1.8,6.8,0.33,0.0%
Madueke,MID,6.8,24,1.6,1.8,1.5,1.8,6.8,0.25,0.2%
Merino,MID,5.6,26,1.6,1.7,1.6,1.9,6.7,0.30,0.0%
Baleba,MID,4.5,45,1.9,1.7,1.5,1.6,6.7,0.37,0.0%
Beto,FWD,5.0,32,1.7,1.7,1.7,1.6,6.7,0.34,0.0%
Ndoye,MID,5.5,31,1.4,1.7,1.9,1.7,6.7,0.30,0.0%
Aït-Nouri,DEF,5.7,35,1.6,2.1,1.6,1.3,6.7,0.29,0.2%
Bogarde,DEF,4.0,57,2.6,1.7,1.6,0.8,6.6,0.41,0.0%
J.Murphy,MID,6.0,33,1.4,1.9,1.5,1.7,6.6,0.27,0.0%
Tchaouna,MID,4.9,35,1.5,1.7,1.6,1.8,6.5,0.33,0.0%
Digne,DEF,4.5,32,1.7,1.3,1.8,1.6,6.5,0.36,0.0%
Mainoo,MID,4.6,38,1.5,1.4,1.9,1.6,6.4,0.35,0.0%
Laurent,MID,4.8,40,1.4,1.6,1.6,1.7,6.3,0.33,0.0%
Isidor,FWD,5.2,32,1.8,1.4,1.9,1.2,6.3,0.30,0.1%
Havertz,FWD,7.3,21,1.4,1.5,1.3,2.1,6.3,0.21,0.0%
Christie,MID,4.9,36,0.8,1.4,2.1,1.9,6.2,0.32,0.0%
Geertruida,DEF,4.5,48,1.9,1.3,2.1,0.8,6.1,0.34,0.0%
Hannibal,MID,4.7,32,1.2,1.7,1.5,1.7,6.1,0.33,0.0%
Strand Larsen,FWD,6.1,28,1.5,1.4,1.5,1.6,6.1,0.25,0.3%
Stones,DEF,5.4,0,0.0,1.4,2.6,2.1,6.0,0.28,0.0%
J.Ramsey,MID,5.3,32,1.6,1.6,1.3,1.6,6.0,0.28,0.0%
Chiesa,MID,6.3,29,2.2,1.3,1.4,1.1,6.0,0.24,0.0%
Eze,MID,7.3,14,0.9,1.4,1.6,2.0,5.9,0.20,0.0%
Devenny,MID,4.3,53,2.4,1.4,1.0,1.1,5.9,0.34,1.2%
Pablo,FWD,5.5,27,1.3,1.4,1.5,1.7,5.8,0.27,0.0%
Martinelli,MID,6.8,16,1.1,1.5,1.4,1.9,5.8,0.21,0.0%
Nketiah,FWD,5.4,31,0.7,1.7,1.7,1.7,5.8,0.27,0.2%
Lewis-Potter,DEF,4.9,27,1.2,1.8,1.2,1.5,5.8,0.30,0.1%
Toti,DEF,4.2,63,0.8,1.1,2.1,1.7,5.8,0.34,0.0%
Justin,DEF,3.9,62,2.7,0.9,0.9,1.2,5.7,0.36,0.0%
Gomez,DEF,4.9,31,1.6,1.2,1.5,1.3,5.6,0.29,0.0%
Mosquera,DEF,4.3,46,1.6,1.0,1.6,1.4,5.6,0.33,0.0%
G.Jesus,FWD,6.4,18,1.3,1.4,1.4,1.6,5.6,0.22,0.0%
Hartman,DEF,4.0,30,0.5,1.5,1.7,1.9,5.6,0.35,0.0%
Gusto,DEF,5.0,27,1.3,1.5,1.3,1.5,5.6,0.28,0.0%
Iroegbunam,MID,4.8,70,1.9,1.5,0.9,1.1,5.5,0.29,0.0%
Sessegnon,MID,5.4,30,1.3,1.3,1.3,1.6,5.5,0.26,0.0%
N.Gonzalez,MID,5.9,29,1.2,1.6,1.3,1.4,5.5,0.23,0.0%
Guessand,MID,6.2,24,1.6,1.4,1.4,1.1,5.5,0.22,0.0%
Spence,DEF,4.3,32,1.5,1.5,1.1,1.3,5.5,0.32,0.0%
Hinshelwood,MID,5.1,31,1.4,1.2,1.5,1.4,5.4,0.27,0.0%
Talbi,MID,4.9,0,0.0,1.9,2.1,1.3,5.3,0.27,0.0%
Andrey Santos,MID,4.5,23,1.2,1.2,1.4,1.5,5.3,0.30,0.0%
Chukwueze,MID,5.3,0,0.0,1.8,1.7,1.8,5.3,0.25,0.0%
Burn,DEF,5.0,0,0.0,0.9,1.4,3.0,5.3,0.27,0.0%
Souček,MID,5.7,28,1.2,1.5,1.2,1.4,5.3,0.23,0.0%
Elanga,MID,6.5,23,1.4,1.3,1.1,1.5,5.3,0.20,0.2%
Bissouma,MID,5.2,48,2.1,1.1,1.0,1.0,5.2,0.25,0.0%
Richarlison,FWD,6.4,0,0.0,0.7,1.9,2.7,5.2,0.20,0.0%
Castagne,DEF,4.3,63,2.4,1.1,0.7,0.9,5.2,0.30,0.0%
Van den Berg,DEF,4.5,26,0.9,1.6,1.2,1.4,5.1,0.28,8.9%
McNeil,MID,5.5,58,2.4,1.0,0.8,0.9,5.1,0.23,0.0%
Heaven,DEF,3.9,46,1.5,1.0,1.3,1.2,5.0,0.32,0.4%
Hincapie,DEF,5.3,39,0.5,1.3,1.6,1.7,5.0,0.24,0.9%
Munetsi,MID,5.3,34,0.7,1.1,1.6,1.5,4.9,0.23,0.0%
Dominguez,MID,5.0,29,1.1,1.2,1.4,1.2,4.9,0.25,0.0%
Cairney,MID,4.8,33,1.5,0.9,1.1,1.3,4.8,0.25,0.0%
Onana,MID,4.8,0,0.0,0.4,1.8,2.6,4.8,0.25,0.0%
Henderson,MID,5.0,32,0.9,1.4,1.2,1.2,4.7,0.24,0.0%
Ugarte,MID,4.7,27,1.1,1.1,1.2,1.3,4.7,0.25,0.0%
Lerma,MID,4.9,30,0.6,1.4,1.3,1.3,4.6,0.24,0.0%
Bakwa,MID,5.9,20,0.9,1.0,1.4,1.3,4.6,0.20,0.0%
Hickey,DEF,4.0,31,1.0,1.4,1.1,1.1,4.6,0.29,0.0%
Mazraoui,DEF,4.9,0,0.0,1.0,1.7,1.8,4.5,0.23,0.0%
Clyne,DEF,3.8,58,1.2,1.6,0.9,0.6,4.4,0.29,0.1%
