Name,Position,Price,,xMins,GW2,GW3,GW4,GW5,Total,/£M,Elite%,
Ederson M.,GK,5.5,91,91,85,87,88,351,16.0,0.0%
Leno,GK,5.0,93,93,92,92,90,367,18.4,0.0%
Henderson,GK,5.0,91,91,90,88,82,351,17.6,0.0%
Caicedo,MID,5.5,90,90,86,84,80,340,15.5,0.0%
Kudus,MID,6.5,74,74,65,67,65,271,10.4,0.6%
Aït-Nouri,DEF,6.0,80,80,71,60,60,271,11.3,1.8%
Onana,GK,5.0,92,92,92,91,89,364,18.2,0.0%
Gomes,MID,5.5,89,89,83,82,77,331,15.0,0.0%
Estève,DEF,4.0,91,91,87,84,89,351,21.9,86.6%
Diakité,DEF,4.5,90,90,87,87,79,343,19.1,0.0%
Konsa,DEF,4.5,89,89,87,88,83,347,19.3,5.9%
Verbruggen,GK,4.5,94,94,93,92,92,371,20.6,7.2%
Šeško,FWD,7.5,60,60,69,72,67,268,8.9,0.0%
Pickford,GK,5.5,93,93,93,93,92,371,16.9,0.0%
Minteh,MID,6.0,68,68,65,66,61,260,10.8,0.3%
Hall,DEF,5.5,60,60,83,80,80,303,13.8,0.0%
Tarkowski,DEF,5.5,90,90,89,84,86,349,15.9,7.9%
Agbadou,DEF,4.5,91,91,90,83,84,348,19.3,7.2%
Truffert,DEF,4.5,88,88,85,83,82,338,18.8,0.2%
José Sá,GK,4.5,94,94,92,90,93,369,20.5,0.0%
Mitchell,DEF,5.0,75,75,71,73,72,291,14.6,0.0%
Reijnders,MID,5.5,73,73,72,66,71,282,12.8,44.1%
Anthony,MID,5.5,67,67,61,66,66,260,11.8,0.0%
Gana,MID,5.5,85,85,84,85,79,333,15.1,0.0%
Dorgu,DEF,4.5,82,82,81,76,75,314,17.4,20.7%
Vicario,GK,5.0,93,93,92,91,89,365,18.3,10.7%
Kelleher,GK,4.5,93,70,92,89,88,339,18.8,2.7%
Elanga,MID,7.0,62,62,62,54,48,226,8.1,0.2%
Adingra,MID,5.5,80,80,73,75,77,305,13.9,0.1%
O.Dango,MID,6.0,66,33,69,64,61,227,9.5,0.0%
Gravenberch,MID,5.5,78,78,83,79,77,317,14.4,0.0%
Pedro Porro,DEF,5.5,88,88,81,76,73,318,14.5,96.1%
Kluivert,MID,7.0,53,22,63,65,66,216,7.7,0.1%
Aina,DEF,5.0,90,90,88,86,83,347,17.4,0.0%
Szoboszlai,MID,6.5,51,51,51,55,54,211,8.1,0.0%
Roefs,GK,4.5,93,93,92,91,92,368,20.4,0.0%
Guessand,MID,6.5,46,46,52,59,53,210,8.1,0.0%
Kilman,DEF,4.5,90,90,87,80,81,338,18.8,0.1%
Perri,GK,4.5,93,93,91,91,90,365,20.3,1.5%
Pope,GK,5.0,87,87,85,79,77,328,16.4,0.0%
Hermansen,GK,4.5,89,89,87,85,86,347,19.3,0.1%
Dewsbury-Hall,MID,5.0,71,71,69,67,66,273,13.7,8.6%
Van Hecke,DEF,4.5,91,91,88,83,84,346,19.2,0.1%
Cash,DEF,4.5,77,77,75,71,68,291,16.2,0.0%
Wan-Bissaka,DEF,4.5,89,89,83,83,86,341,18.9,0.9%
Foden,MID,8.0,40,40,57,49,46,192,6.0,0.0%
N.Jackson,FWD,6.5,51,51,56,53,51,211,8.1,0.0%
Wharton,MID,5.0,74,74,69,69,69,281,14.1,0.0%
Malen,MID,5.5,56,56,52,45,46,199,9.0,0.1%
Rúben,DEF,5.5,84,84,76,73,72,305,13.9,0.0%
Baleba,MID,5.0,84,84,77,76,74,311,15.6,0.0%
McGinn,MID,5.5,64,64,59,61,59,243,11.0,0.0%
Bassey,DEF,4.5,89,89,87,87,83,346,19.2,0.0%
Ekdal,DEF,4.0,86,86,79,69,68,302,18.9,0.0%
Hudson-Odoi,MID,6.0,71,71,65,63,62,261,10.9,0.0%
André,MID,5.5,87,87,81,80,76,324,14.7,0.0%
Edwards,MID,5.0,63,63,58,55,58,234,11.7,0.0%
James,DEF,5.5,68,68,62,62,56,248,11.3,0.1%
Dúbravka,GK,4.0,65,65,91,90,86,332,20.8,95.1%
Zubimendi,MID,5.5,76,76,75,75,71,297,13.5,0.0%
De Ligt,DEF,5.0,85,85,79,76,76,316,15.8,0.0%
Diouf,DEF,4.5,75,75,72,70,66,283,15.7,3.5%
Stach,MID,5.0,80,80,73,70,73,296,14.8,0.0%
Xhaka,MID,5.0,88,88,86,84,81,339,16.9,0.1%
James,MID,5.5,67,67,60,62,62,251,11.4,0.0%
Grealish,MID,6.5,64,64,69,68,61,262,10.1,0.0%
Toti,DEF,4.5,92,92,88,83,82,345,19.2,0.0%
Lukić,MID,5.0,75,75,78,72,71,296,14.8,0.0%
Kerkez,DEF,6.0,66,66,68,61,63,258,10.8,0.2%
Cullen,MID,5.0,84,84,81,82,80,327,16.4,0.0%
N.Aguerd,DEF,4.5,82,82,77,71,74,304,16.9,0.0%
Kamara,MID,5.0,77,77,80,74,69,300,15.0,0.0%
Romero,DEF,5.0,89,89,84,83,81,337,16.9,14.3%
Ward-Prowse,MID,6.0,65,65,64,69,67,265,11.0,0.0%
Livramento,DEF,5.0,75,75,74,71,67,287,14.3,0.0%
Flemming,FWD,5.5,55,55,56,48,46,205,9.3,0.0%
Todibo,DEF,4.5,78,78,77,75,79,309,17.2,0.0%
Welbeck,FWD,6.5,40,40,49,56,54,199,7.7,0.0%
Bentancur,MID,5.5,78,78,75,69,72,294,13.4,0.0%
Diarra,MID,5.5,76,76,74,78,68,296,13.5,0.0%
Tete,DEF,4.5,72,72,63,63,60,258,14.3,0.0%
Isak,FWD,10.5,0,0,0,85,85,170,4.0,0.0%
Pau,DEF,4.5,72,72,73,72,69,286,15.9,0.0%
Hannibal,MID,5.0,65,65,58,61,56,240,12.0,0.0%
Walker,DEF,4.5,87,87,83,82,78,330,18.3,0.0%
Lewis-Skelly,DEF,5.5,68,68,60,61,54,243,11.0,0.0%
Garner,MID,5.0,74,74,71,70,65,280,14.0,0.0%
O'Brien,DEF,5.0,87,87,83,83,82,335,16.8,0.0%
De Cuyper,DEF,4.5,70,70,68,65,61,264,14.7,0.9%
Hume,DEF,4.5,90,90,86,80,82,338,18.8,0.0%
Doherty,DEF,4.5,70,70,73,67,66,276,15.3,0.0%
Talbi,MID,5.0,68,68,65,60,60,253,12.7,0.0%
Rodrigo,MID,6.5,31,29,58,69,82,238,9.2,0.0%
Mykolenko,DEF,5.0,85,64,85,77,79,305,15.3,0.0%
Hartman,DEF,4.0,70,70,73,64,60,267,16.7,0.4%
Amad,MID,6.5,57,57,55,54,53,219,8.4,0.0%
Alderete,DEF,4.0,79,79,82,71,54,286,17.9,0.0%
J.Timber,DEF,5.5,53,53,60,62,67,242,11.0,0.0%
Berge,MID,5.0,74,74,74,72,69,289,14.4,0.0%
Martinelli,MID,7.0,47,47,37,39,40,163,5.8,0.0%
Rodon,DEF,4.0,88,88,88,80,82,338,21.1,6.4%
Cherki,MID,6.5,45,45,43,40,37,165,6.3,0.0%
Ugochukwu,MID,5.0,78,78,76,71,69,294,14.7,0.0%
Henry,DEF,4.5,72,72,69,60,60,261,14.5,0.0%
Ballard,DEF,4.5,88,88,85,80,77,330,18.3,0.1%
Barry,FWD,6.0,53,53,50,50,52,205,8.5,0.0%
Van de Ven,DEF,4.5,87,87,84,82,78,331,18.4,16.3%
Doku,MID,6.5,52,52,43,39,38,172,6.6,0.0%
Andreas,MID,5.5,45,45,42,48,42,177,8.0,0.0%
P.M.Sarr,MID,5.0,60,60,60,56,56,232,11.6,0.2%
Bijol,DEF,4.0,80,80,79,74,75,308,19.3,0.2%
Lewis-Potter,DEF,5.0,64,64,47,46,45,202,10.1,0.0%
Yoro,DEF,4.5,74,74,74,70,61,279,15.5,0.0%
Gudmundsson,DEF,4.0,84,84,78,69,75,306,19.1,5.1%
Munetsi,MID,5.5,52,52,51,55,56,214,9.7,0.0%
McAtee,MID,5.5,45,45,53,52,54,204,9.3,0.0%
Havertz,FWD,7.5,43,43,38,43,37,161,5.4,0.0%
Bogle,DEF,4.5,86,65,84,81,79,309,17.2,0.0%
Gnonto,MID,5.5,55,55,57,54,52,218,9.9,0.0%
Barnes,MID,6.5,49,49,49,34,31,163,6.3,0.0%
Bernardo,MID,6.5,61,61,53,51,48,213,8.2,0.0%
Dominic Calvert-Lewin,FWD,99.9,33,33,41,51,52,177,0.4,0.0%
J.Palhinha,MID,5.5,70,70,62,69,62,263,12.0,0.1%
Beto,FWD,5.5,46,46,48,45,41,180,8.2,0.0%
Dunk,DEF,4.5,68,68,73,67,61,269,14.9,0.0%
Henderson,MID,5.0,55,55,59,58,50,222,11.1,0.0%
Kayode,DEF,4.5,67,67,62,54,52,235,13.1,0.0%
Gittens,MID,6.5,39,39,39,39,40,157,6.0,0.0%
Tel,MID,6.5,47,47,40,37,45,169,6.5,0.0%
Yarmoliuk,MID,5.0,66,66,58,54,55,233,11.7,0.0%
Ndoye,MID,6.0,52,52,48,48,46,194,8.1,0.0%
Chalobah,DEF,5.0,69,69,61,47,42,219,10.9,0.0%
Digne,DEF,4.5,50,50,51,43,51,195,10.8,0.0%
O'Riley,MID,5.5,50,50,43,34,35,162,7.4,0.0%
Fofana,DEF,4.5,37,28,51,68,73,220,12.2,0.0%
Cook,MID,5.0,0,0,79,77,73,229,11.4,0.0%
Ayari,MID,5.0,51,51,48,50,48,197,9.8,0.0%
Alcaraz,MID,5.5,44,44,41,45,50,180,8.2,0.0%
Wieffer,MID,5.0,52,52,53,50,53,208,10.4,0.0%
Maatsen,DEF,4.5,45,45,45,49,47,186,10.3,0.0%
Mayenda,FWD,5.5,60,60,47,43,44,194,8.8,0.0%
Carvalho,MID,5.0,50,50,37,33,30,150,7.5,0.0%
Piroe,FWD,5.5,54,54,50,41,36,181,8.2,0.6%
Broja,FWD,5.5,33,33,36,48,49,166,7.5,0.0%
Adams,MID,5.0,85,85,45,42,44,216,10.8,0.0%
Sadiki,MID,5.0,57,57,61,57,56,231,11.6,0.0%
Smith Rowe,MID,6.0,44,44,39,38,42,163,6.8,0.0%
Tanaka,MID,5.0,62,62,63,64,62,251,12.6,0.0%
Ampadu,MID,5.0,64,64,67,64,61,256,12.8,0.0%
Gvardiol,DEF,6.0,12,5,44,75,75,199,8.3,0.2%
Thiaw,DEF,5.0,37,37,58,62,62,219,10.9,0.0%
Smith,DEF,4.5,58,58,59,57,54,228,12.7,0.0%
Christie,MID,5.0,56,23,47,60,56,186,9.3,0.0%
Dalot,DEF,4.5,65,65,61,61,53,240,13.3,0.0%
Richarlison,FWD,6.5,47,47,35,37,37,156,6.0,0.0%
Tosin,DEF,4.5,64,64,47,43,37,191,10.6,1.2%
Møller Wolfe,DEF,4.5,64,64,60,60,59,243,13.5,0.0%
Reinildo,DEF,4.0,78,78,76,71,66,291,18.2,0.1%
Johnson,MID,7.0,41,41,36,35,43,155,5.5,0.1%
Matheus N.,DEF,5.5,47,47,48,48,44,187,8.5,0.0%
Sangaré,MID,5.0,52,52,52,47,48,199,9.9,0.0%
Jensen,MID,5.0,51,51,40,39,42,172,8.6,0.0%
Robinson,DEF,5.0,25,1,26,80,84,191,9.6,0.0%
Gündoğan,MID,6.5,41,41,43,42,37,163,6.3,0.0%
Brooks,MID,5.0,53,53,31,34,33,151,7.5,0.0%
E.Le Fée,MID,5.0,49,49,46,47,49,191,9.6,0.0%
McNeil,MID,6.0,40,40,42,43,42,167,7.0,0.0%
Sessegnon,MID,5.5,65,49,55,33,29,166,7.5,0.0%
Branthwaite,DEF,5.5,36,15,53,83,85,236,10.7,0.0%
Hoever,DEF,4.0,57,57,43,45,42,187,11.7,0.0%
J.Murphy,MID,6.5,44,44,41,27,31,143,5.5,0.0%
Longstaff,MID,5.0,54,54,52,50,52,208,10.4,0.0%
J.Ramsey,MID,5.5,34,34,45,33,33,145,6.6,0.0%
Scott,MID,5.0,65,65,36,28,28,157,7.8,0.0%
Muniz,FWD,5.5,24,24,34,33,34,125,5.7,0.0%
Fer López,MID,5.5,36,36,35,34,37,142,6.5,0.0%
Souček,MID,6.0,33,33,43,43,41,160,6.7,0.0%
Onana,MID,5.0,39,39,43,42,50,174,8.7,0.0%
Hughes,MID,5.0,52,52,42,38,35,167,8.3,0.0%
Bergvall,MID,5.5,39,39,41,40,45,165,7.5,0.0%
Yates,MID,5.0,42,42,44,45,44,175,8.8,0.0%
Mainoo,MID,5.0,46,46,45,43,44,178,8.9,0.0%
Madueke,MID,7.0,20,20,27,32,29,108,3.9,0.2%
Spence,DEF,4.5,71,71,56,45,47,219,12.2,0.4%
Bellegarde,MID,5.5,29,29,36,39,39,143,6.5,0.0%
Burn,DEF,5.0,56,56,41,40,38,175,8.8,0.0%
King,MID,4.5,43,43,32,34,28,137,7.6,0.4%
White,DEF,5.5,47,47,36,36,36,155,7.0,0.0%
Kamada,MID,5.0,34,14,33,44,46,137,6.8,0.0%
Lerma,MID,5.0,37,37,39,42,41,159,8.0,0.0%
Shaw,DEF,4.5,52,52,44,46,44,186,10.3,0.0%
Igor Jesus,FWD,6.0,28,28,34,31,34,127,5.3,0.0%
Ugarte,MID,5.0,44,44,40,43,41,168,8.4,0.0%
Potts,MID,4.5,59,59,45,39,36,179,9.9,0.1%
Gruda,MID,5.5,26,26,27,33,31,117,5.3,0.0%
Trossard,MID,7.0,17,17,26,32,27,102,3.6,0.0%
Maguire,DEF,4.5,46,46,45,41,39,171,9.5,0.0%
Casemiro,MID,5.5,35,35,36,36,34,141,6.4,0.0%
Adama,MID,5.5,27,27,29,27,29,112,5.1,0.0%
Aaronson,MID,5.5,29,29,29,34,35,127,5.8,0.0%
C.Jones,MID,5.5,27,27,29,30,34,120,5.5,0.0%
Wilson,FWD,6.0,16,16,25,29,31,101,4.2,0.0%
Odobert,MID,5.5,27,27,27,27,28,109,5.0,0.0%
Estêvão,MID,6.5,18,18,23,28,27,96,3.7,0.0%
Walker-Peters,DEF,4.5,37,37,47,41,34,159,8.8,0.0%
Hickey,DEF,4.0,28,28,35,42,48,153,9.6,0.0%
S.Bueno,DEF,4.5,39,39,41,40,39,159,8.8,0.0%
Calafiori,DEF,5.5,26,26,29,29,35,119,5.4,0.0%
Akanji,DEF,5.5,44,44,39,30,25,138,6.3,0.0%
Trippier,DEF,5.0,36,36,27,29,31,123,6.2,0.0%
Bruun Larsen,MID,5.5,27,27,22,23,26,98,4.5,0.0%
Gusto,DEF,5.0,26,26,32,32,34,124,6.2,0.0%
J.Araujo,DEF,4.0,33,33,34,34,32,133,8.3,0.0%
Milambo,MID,5.5,24,24,24,21,33,102,4.6,0.0%
N.Gonzalez,MID,6.0,45,45,35,23,13,116,4.8,0.0%
Gomez,MID,5.0,23,23,28,33,29,113,5.7,0.0%
Keane,DEF,4.5,64,64,41,20,16,141,7.8,0.0%
Hinshelwood,MID,5.5,28,28,28,32,35,123,5.6,0.0%
Elliott,MID,5.5,17,17,20,22,23,82,3.7,0.0%
Roberts,MID,5.5,25,25,27,27,24,103,4.7,0.0%
Udogie,DEF,4.5,25,10,33,51,54,148,8.2,0.0%
Mings,DEF,4.5,20,20,30,34,37,121,6.7,0.0%
Robertson,DEF,6.0,24,24,24,24,27,99,4.1,0.0%
Harrison,MID,5.5,19,19,23,25,28,95,4.3,0.0%
Lewis,DEF,5.0,31,31,31,30,31,123,6.2,0.0%
Ramazani,MID,5.0,24,24,25,21,21,91,4.5,0.0%
Jackson Tchatchoua,DEF,99.9,27,27,30,36,34,127,0.3,0.0%
Bailey,MID,5.5,18,18,19,18,21,76,3.5,0.0%
Marc Guiu,FWD,4.5,12,12,24,31,27,94,5.2,88.2%
Castagne,DEF,4.5,28,28,31,28,34,121,6.7,0.0%
Merino,MID,6.0,19,19,20,25,21,85,3.5,0.0%
Esse,MID,5.0,20,20,14,21,20,75,3.8,0.0%
Aké,DEF,5.5,33,33,25,22,26,106,4.8,0.0%
Delap,FWD,6.5,14,14,12,20,16,62,2.4,0.0%
Hato,DEF,5.0,22,22,25,29,28,104,5.2,0.0%
Osula,FWD,5.5,27,27,27,5,8,67,3.0,0.0%
Mazraoui,DEF,5.0,23,10,29,39,39,117,5.8,0.0%
Kroupi.Jr,FWD,4.5,18,18,18,13,20,69,3.8,3.6%
Bradley,DEF,5.0,23,10,22,25,26,83,4.2,0.0%
F.Kadıoğlu,DEF,4.5,25,25,22,25,28,100,5.6,0.0%
Awoniyi,FWD,5.5,18,18,16,17,20,71,3.2,0.0%
Khusanov,DEF,5.5,28,28,21,22,26,97,4.4,0.0%
Isidor,FWD,5.5,19,19,21,17,20,77,3.5,0.0%
Koleosho,MID,5.0,18,18,17,16,18,69,3.5,0.0%
Sosa,DEF,5.0,20,20,20,20,21,81,4.0,0.0%
Boscagli,DEF,4.5,18,18,27,25,27,97,5.4,0.0%
M.França,MID,4.5,14,6,12,21,21,60,3.3,0.0%
Coppola,DEF,4.5,19,19,25,24,26,94,5.2,0.0%
Mount,MID,6.0,18,18,13,19,20,70,2.9,0.0%
Morato,DEF,4.5,12,12,18,25,36,91,5.1,0.0%
G.Rodriguez,MID,5.0,17,17,21,25,23,86,4.3,0.0%
Højlund,FWD,6.5,15,15,13,18,14,60,2.3,0.0%
Veltman,DEF,4.5,21,21,21,28,24,94,5.2,0.0%
Hee Chan,MID,6.0,5,5,10,17,18,50,2.1,0.0%
Nmecha,FWD,5.0,18,18,15,13,13,59,3.0,0.0%
L.Guilherme,MID,5.0,19,19,17,15,11,62,3.1,0.0%
Wissa,FWD,7.5,0,0,0,20,46,66,2.2,0.1%
Patterson,DEF,4.5,29,22,24,23,25,94,5.2,0.0%
Devenny,MID,4.5,14,14,11,17,17,59,3.3,0.1%
Danso,DEF,4.5,18,18,23,24,27,92,5.1,0.0%
Bissouma,MID,5.5,18,18,19,23,22,82,3.7,0.0%
Sonne,DEF,4.0,20,20,21,20,24,85,5.3,0.0%
Laurent,MID,5.0,17,17,17,22,24,80,4.0,0.0%
Stones,DEF,5.5,24,24,19,19,17,79,3.6,0.0%
Lucas Pires,DEF,4.0,23,23,22,23,19,87,5.4,0.0%
Mavropanos,DEF,4.5,15,15,16,22,28,81,4.5,0.0%
R.Gomes,DEF,4.5,16,16,16,18,21,71,3.9,0.0%
Gomez,DEF,5.0,17,13,19,20,21,73,3.6,0.0%
Botman,DEF,5.0,18,18,15,22,21,76,3.8,0.0%
Neil,MID,5.0,19,19,21,24,23,87,4.3,0.0%
H.Traorè,MID,4.5,22,22,7,8,7,44,2.4,0.0%
Summerville,MID,5.5,0,0,0,21,36,57,2.6,0.0%
Hill,DEF,4.0,12,12,17,18,20,67,4.2,0.0%
Tzimas,FWD,5.5,8,8,9,11,12,40,1.8,0.0%
A.Ramsey,MID,4.5,7,7,11,12,18,48,2.7,0.0%
J.Cuenca,DEF,4.5,35,35,17,8,7,67,3.7,0.0%
Masuaku,DEF,4.0,20,20,24,23,18,85,5.3,0.0%
Foster,FWD,5.0,14,14,8,11,10,43,2.1,0.0%
Clyne,DEF,4.0,11,11,18,18,20,67,4.2,0.0%
Nørgaard,MID,5.5,11,11,15,13,17,56,2.5,0.0%
Tuanzebe,DEF,4.0,13,13,19,24,23,79,4.9,0.0%
Mosquera,DEF,4.5,7,7,14,22,28,71,3.9,0.0%
Barkley,MID,5.0,9,4,13,12,16,45,2.3,0.0%
Rigg,MID,5.0,10,10,11,13,18,52,2.6,0.0%
Jota,MID,5.5,8,8,9,13,12,42,1.9,0.0%
Struijk,DEF,4.5,15,15,15,17,25,72,4.0,0.0%
Bobb,MID,5.5,9,9,9,9,11,38,1.7,0.0%
Byram,DEF,4.0,16,16,13,18,22,69,4.3,0.0%
Scarles,DEF,4.5,14,14,16,12,15,57,3.2,0.0%
Chiesa,MID,6.5,5,5,7,9,10,31,1.2,0.0%
Gray,MID,5.0,12,12,14,17,19,62,3.1,0.0%
Janelt,MID,5.0,0,0,11,20,21,52,2.6,0.0%
Kalajdžić,FWD,5.0,5,5,7,9,11,32,1.6,0.0%
Max Dowman,MID,99.9,8,8,6,7,8,29,0.1,0.0%
Zirkzee,FWD,6.0,6,6,9,7,11,33,1.4,0.0%
Pinnock,DEF,4.5,9,9,11,13,20,53,2.9,0.0%
Aznou,DEF,4.5,22,22,9,13,13,57,3.2,0.0%
Gruev,MID,5.0,10,10,13,14,17,54,2.7,0.0%
L.Miley,MID,4.5,6,6,10,14,12,42,2.3,0.0%
Buonanotte,MID,5.0,6,6,5,9,8,28,1.4,0.0%
Bornauw,DEF,4.0,25,19,11,16,20,66,4.1,0.0%
Nwaneri,MID,5.5,6,6,7,7,8,28,1.3,0.0%
Bogarde,DEF,4.0,10,10,11,15,14,50,3.1,0.0%
O'Nien,DEF,4.0,0,0,0,23,50,73,4.6,0.0%
Philip,MID,5.0,18,18,4,3,4,29,1.4,0.0%
Cairney,MID,5.0,5,5,8,9,9,31,1.6,0.0%
D.Essugo,MID,4.5,8,8,7,10,10,35,1.9,0.0%
Ramsdale,GK,5.0,7,7,10,11,19,47,2.4,0.0%
Savinho,MID,7.0,0,0,0,10,19,29,1.0,0.1%
Diop,DEF,4.5,15,15,12,14,11,52,2.9,0.0%
Ajer,DEF,4.5,8,8,14,10,12,44,2.4,0.0%
Lavia,MID,5.0,0,0,6,15,20,41,2.0,0.0%
Tchaouna,MID,5.0,4,4,4,8,8,24,1.2,0.0%
Andrey Santos,MID,4.5,11,11,9,9,10,39,2.2,0.0%
Watson,MID,5.0,4,4,6,6,5,21,1.1,0.0%
Édouard,FWD,5.0,3,3,4,5,6,18,0.9,0.0%
Benson,MID,5.5,5,5,8,5,4,22,1.0,0.0%
Kiwior,DEF,5.5,8,8,8,9,14,39,1.8,0.0%
Iroegbunam,MID,5.0,6,6,6,8,9,29,1.4,0.0%
Álvarez,MID,5.0,3,3,6,8,12,29,1.4,0.0%
Kovačić,MID,6.0,0,0,0,11,24,35,1.5,0.0%
H.Bueno,DEF,4.5,6,6,8,9,7,30,1.7,0.0%
Willock,MID,5.0,0,0,0,9,19,28,1.4,0.0%
Weiss,GK,4.5,23,23,3,4,4,34,1.9,0.0%
Mosquera,DEF,5.5,6,6,7,10,11,34,1.5,0.0%
Seelt,DEF,4.0,13,13,17,9,6,45,2.8,0.0%
Jordan,DEF,4.0,4,4,6,12,16,38,2.4,0.0%
Tsimikas,DEF,5.0,5,5,5,5,6,21,1.1,0.0%
A.García,DEF,4.0,2,1,4,7,7,19,1.2,0.0%
Lamptey,DEF,4.5,6,6,8,6,6,26,1.4,0.0%
Browne,MID,4.5,4,4,5,5,9,23,1.3,0.0%
Martinez,DEF,5.0,0,0,0,2,35,37,1.9,0.0%
Faivre,MID,4.5,4,4,2,3,2,11,0.6,0.0%
Poveda,MID,5.0,3,3,3,5,5,16,0.8,0.0%
Endo,MID,5.0,2,2,4,6,5,17,0.8,0.0%
